league,season,date,home_team,away_team,actual_home_team_result,skilled_league_home_team_result
Premier League,2020,2021-05-01,CRY,MANC,-1,-1
Premier League,2020,2021-05-01,EVE,AVL,-1,1
Premier League,2020,2021-05-02,NEW,ARS,-1,-1
Premier League,2020,2021-05-02,TOT,SHU,1,1
Premier League,2020,2021-05-03,BUR,WHU,-1,-1
Premier League,2020,2021-05-03,WBA,WOLV,0,-1
Premier League,2020,2021-05-07,LEIC,NEW,-1,1
Premier League,2020,2021-05-08,LEE,TOT,1,-1
Premier League,2020,2021-05-08,LIVP,SOU,1,1
Premier League,2020,2021-05-08,MANC,CHE,-1,1
Premier League,2020,2021-05-08,SHU,CRY,-1,-1
Premier League,2020,2021-05-09,ARS,WBA,1,1
Premier League,2020,2021-05-09,AVL,MANU,-1,-1
Premier League,2020,2021-05-09,WHU,EVE,-1,1
Premier League,2020,2021-05-09,WOLV,BHA,1,1
Premier League,2020,2021-05-10,FUL,BUR,-1,-1
Premier League,2020,2021-05-11,MANU,LEIC,-1,1
Premier League,2020,2021-05-11,SOU,CRY,1,-1
Premier League,2020,2021-05-12,CHE,ARS,-1,1
Premier League,2020,2021-05-13,AVL,EVE,0,-1
Premier League,2020,2021-05-13,MANU,LIVP,-1,1
Premier League,2020,2021-05-14,NEW,MANC,-1,-1
Premier League,2020,2021-05-15,BHA,WHU,0,-1
Premier League,2020,2021-05-15,BUR,LEE,-1,-1
Premier League,2020,2021-05-15,SOU,FUL,1,1
Premier League,2020,2021-05-16,CRY,AVL,1,-1
Premier League,2020,2021-05-16,EVE,SHU,-1,1
Premier League,2020,2021-05-16,TOT,WOLV,1,1
Premier League,2020,2021-05-16,WBA,LIVP,-1,-1
Premier League,2020,2021-05-18,BHA,MANC,1,-1
Premier League,2020,2021-05-18,CHE,LEIC,1,1
Premier League,2020,2021-05-18,MANU,FUL,0,1
Premier League,2020,2021-05-18,SOU,LEE,-1,-1
Premier League,2020,2021-05-19,BUR,LIVP,-1,-1
Premier League,2020,2021-05-19,CRY,ARS,-1,-1
Premier League,2020,2021-05-19,EVE,WOLV,1,1
Premier League,2020,2021-05-19,NEW,SHU,1,1
Premier League,2020,2021-05-19,TOT,AVL,-1,1
Premier League,2020,2021-05-19,WBA,WHU,-1,-1
Premier League,2020,2021-05-23,ARS,BHA,1,1
Premier League,2020,2021-05-23,AVL,CHE,1,-1
Premier League,2020,2021-05-23,FUL,NEW,-1,-1
Premier League,2020,2021-05-23,LEE,WBA,1,1
Premier League,2020,2021-05-23,LEIC,TOT,-1,1
Premier League,2020,2021-05-23,LIVP,CRY,1,1
Premier League,2020,2021-05-23,MANC,EVE,1,1
Premier League,2020,2021-05-23,SHU,BUR,1,-1
Premier League,2020,2021-05-23,WHU,SOU,1,1
Premier League,2020,2021-05-23,WOLV,MANU,-1,-1
Premier League,2021,2021-08-13,BRNT,ARS,1,-1
Premier League,2021,2021-08-14,BUR,BHA,-1,-1
Premier League,2021,2021-08-14,CHE,CRY,1,1
Premier League,2021,2021-08-14,EVE,SOU,1,-1
Premier League,2021,2021-08-14,LEIC,WOLV,1,1
Premier League,2021,2021-08-14,MANU,LEE,1,1
Premier League,2021,2021-08-14,NOR,LIVP,-1,-1
Premier League,2021,2021-08-14,WAT,AVL,1,-1
Premier League,2021,2021-08-15,NEW,WHU,-1,-1
Premier League,2021,2021-08-15,TOT,MANC,1,-1
Premier League,2021,2021-08-21,AVL,NEW,1,-1
Premier League,2021,2021-08-21,BHA,WAT,1,1
Premier League,2021,2021-08-21,CRY,BRNT,0,1
Premier League,2021,2021-08-21,LEE,EVE,0,-1
Premier League,2021,2021-08-21,LIVP,BUR,1,1
Premier League,2021,2021-08-21,MANC,NOR,1,1
Premier League,2021,2021-08-22,ARS,CHE,-1,-1
Premier League,2021,2021-08-22,SOU,MANU,0,-1
Premier League,2021,2021-08-22,WOLV,TOT,-1,-1
Premier League,2021,2021-08-23,WHU,LEIC,1,1
Premier League,2021,2021-08-28,AVL,BRNT,0,-1
Premier League,2021,2021-08-28,BHA,EVE,-1,1
Premier League,2021,2021-08-28,LIVP,CHE,0,1
Premier League,2021,2021-08-28,MANC,ARS,1,1
Premier League,2021,2021-08-28,NEW,SOU,0,1
Premier League,2021,2021-08-28,NOR,LEIC,-1,-1
Premier League,2021,2021-08-28,WHU,CRY,0,1
Premier League,2021,2021-08-29,BUR,LEE,0,-1
Premier League,2021,2021-08-29,TOT,WAT,1,1
Premier League,2021,2021-08-29,WOLV,MANU,-1,-1
Premier League,2021,2021-09-11,ARS,NOR,1,1
Premier League,2021,2021-09-11,BRNT,BHA,-1,-1
Premier League,2021,2021-09-11,CHE,AVL,1,1
Premier League,2021,2021-09-11,CRY,TOT,1,-1
Premier League,2021,2021-09-11,LEIC,MANC,-1,-1
Premier League,2021,2021-09-11,MANU,NEW,1,1
Premier League,2021,2021-09-11,SOU,WHU,0,-1
Premier League,2021,2021-09-11,WAT,WOLV,-1,-1
Premier League,2021,2021-09-12,LEE,LIVP,-1,-1
Premier League,2021,2021-09-13,EVE,BUR,1,1
Premier League,2021,2021-09-17,NEW,LEE,0,1
Premier League,2021,2021-09-18,AVL,EVE,1,1
Premier League,2021,2021-09-18,BUR,ARS,-1,-1
Premier League,2021,2021-09-18,LIVP,CRY,1,1
Premier League,2021,2021-09-18,MANC,SOU,0,1
Premier League,2021,2021-09-18,NOR,WAT,-1,-1
Premier League,2021,2021-09-18,WOLV,BRNT,-1,1
Premier League,2021,2021-09-19,BHA,LEIC,1,-1
Premier League,2021,2021-09-19,TOT,CHE,-1,-1
Premier League,2021,2021-09-19,WHU,MANU,-1,-1
Premier League,2021,2021-09-25,BRNT,LIVP,0,-1
Premier League,2021,2021-09-25,CHE,MANC,-1,-1
Premier League,2021,2021-09-25,EVE,NOR,1,1
Premier League,2021,2021-09-25,LEE,WHU,-1,-1
Premier League,2021,2021-09-25,LEIC,BUR,0,1
Premier League,2021,2021-09-25,MANU,AVL,-1,1
Premier League,2021,2021-09-25,WAT,NEW,0,-1
Premier League,2021,2021-09-26,ARS,TOT,1,-1
Premier League,2021,2021-09-26,SOU,WOLV,-1,-1
Premier League,2021,2021-09-27,CRY,BHA,0,-1
Premier League,2021,2021-10-02,BHA,ARS,0,-1
Premier League,2021,2021-10-02,BUR,NOR,0,1
Premier League,2021,2021-10-02,CHE,SOU,1,1
Premier League,2021,2021-10-02,LEE,WAT,1,1
Premier League,2021,2021-10-02,MANU,EVE,0,1
Premier League,2021,2021-10-02,WOLV,NEW,1,1
Premier League,2021,2021-10-03,CRY,LEIC,0,-1
Premier League,2021,2021-10-03,LIVP,MANC,0,-1
Premier League,2021,2021-10-03,TOT,AVL,1,1
Premier League,2021,2021-10-03,WHU,BRNT,-1,1
Premier League,2021,2021-10-16,AVL,WOLV,-1,-1
Premier League,2021,2021-10-16,BRNT,CHE,-1,-1
Premier League,2021,2021-10-16,LEIC,MANU,1,-1
Premier League,2021,2021-10-16,MANC,BUR,1,1
Premier League,2021,2021-10-16,NOR,BHA,0,-1
Premier League,2021,2021-10-16,SOU,LEE,1,1
Premier League,2021,2021-10-16,WAT,LIVP,-1,-1
Premier League,2021,2021-10-17,EVE,WHU,-1,-1
Premier League,2021,2021-10-17,NEW,TOT,-1,-1
Premier League,2021,2021-10-18,ARS,CRY,0,1
Premier League,2021,2021-10-22,ARS,AVL,1,1
Premier League,2021,2021-10-23,BHA,MANC,-1,-1
Premier League,2021,2021-10-23,CHE,NOR,1,1
Premier League,2021,2021-10-23,CRY,NEW,0,-1
Premier League,2021,2021-10-23,EVE,WAT,-1,1
Premier League,2021,2021-10-23,LEE,WOLV,0,-1
Premier League,2021,2021-10-23,SOU,BUR,0,1
Premier League,2021,2021-10-24,BRNT,LEIC,-1,-1
Premier League,2021,2021-10-24,MANU,LIVP,-1,-1
Premier League,2021,2021-10-24,WHU,TOT,1,-1
Premier League,2021,2021-10-30,BUR,BRNT,1,-1
Premier League,2021,2021-10-30,LEIC,ARS,-1,-1
Premier League,2021,2021-10-30,LIVP,BHA,0,1
Premier League,2021,2021-10-30,MANC,CRY,-1,1
Premier League,2021,2021-10-30,NEW,CHE,-1,-1
Premier League,2021,2021-10-30,TOT,MANU,-1,1
Premier League,2021,2021-10-30,WAT,SOU,-1,-1
Premier League,2021,2021-10-31,AVL,WHU,-1,-1
Premier League,2021,2021-10-31,NOR,LEE,-1,-1
Premier League,2021,2021-11-01,WOLV,EVE,1,1
Premier League,2021,2021-11-05,SOU,AVL,1,-1
Premier League,2021,2021-11-06,BHA,NEW,0,1
Premier League,2021,2021-11-06,BRNT,NOR,-1,1
Premier League,2021,2021-11-06,CHE,BUR,0,1
Premier League,2021,2021-11-06,CRY,WOLV,1,-1
Premier League,2021,2021-11-06,MANU,MANC,-1,-1
Premier League,2021,2021-11-07,ARS,WAT,1,1
Premier League,2021,2021-11-07,EVE,TOT,0,-1
Premier League,2021,2021-11-07,LEE,LEIC,0,-1
Premier League,2021,2021-11-07,WHU,LIVP,1,-1
Premier League,2021,2021-11-20,AVL,BHA,1,-1
Premier League,2021,2021-11-20,BUR,CRY,0,-1
Premier League,2021,2021-11-20,LEIC,CHE,-1,-1
Premier League,2021,2021-11-20,LIVP,ARS,1,1
Premier League,2021,2021-11-20,NEW,BRNT,0,1
Premier League,2021,2021-11-20,NOR,SOU,1,-1
Premier League,2021,2021-11-20,WAT,MANU,1,-1
Premier League,2021,2021-11-20,WOLV,WHU,1,-1
Premier League,2021,2021-11-21,MANC,EVE,1,1
Premier League,2021,2021-11-21,TOT,LEE,1,1
Premier League,2021,2021-11-27,ARS,NEW,1,1
Premier League,2021,2021-11-27,BHA,LEE,0,1
Premier League,2021,2021-11-27,CRY,AVL,-1,1
Premier League,2021,2021-11-27,LIVP,SOU,1,1
Premier League,2021,2021-11-27,NOR,WOLV,0,-1
Premier League,2021,2021-11-28,BRNT,EVE,1,1
Premier League,2021,2021-11-28,CHE,MANU,0,1
Premier League,2021,2021-11-28,LEIC,WAT,1,1
Premier League,2021,2021-11-28,MANC,WHU,1,1
Premier League,2021,2021-11-30,LEE,CRY,1,-1
Premier League,2021,2021-11-30,NEW,NOR,0,1
Premier League,2021,2021-12-01,AVL,MANC,-1,-1
Premier League,2021,2021-12-01,EVE,LIVP,-1,-1
Premier League,2021,2021-12-01,SOU,LEIC,0,-1
Premier League,2021,2021-12-01,WAT,CHE,-1,-1
Premier League,2021,2021-12-01,WHU,BHA,0,1
Premier League,2021,2021-12-01,WOLV,BUR,0,1
Premier League,2021,2021-12-02,MANU,ARS,1,-1
Premier League,2021,2021-12-02,TOT,BRNT,1,1
Premier League,2021,2021-12-04,NEW,BUR,1,1
Premier League,2021,2021-12-04,SOU,BHA,0,-1
Premier League,2021,2021-12-04,WAT,MANC,-1,-1
Premier League,2021,2021-12-04,WHU,CHE,1,-1
Premier League,2021,2021-12-04,WOLV,LIVP,-1,-1
Premier League,2021,2021-12-05,AVL,LEIC,1,-1
Premier League,2021,2021-12-05,LEE,BRNT,0,-1
Premier League,2021,2021-12-05,MANU,CRY,1,1
Premier League,2021,2021-12-05,TOT,NOR,1,1
Premier League,2021,2021-12-06,EVE,ARS,1,-1
Premier League,2021,2021-12-10,BRNT,WAT,1,1
Premier League,2021,2021-12-11,ARS,SOU,1,1
Premier League,2021,2021-12-11,CHE,LEE,1,1
Premier League,2021,2021-12-11,LIVP,AVL,1,1
Premier League,2021,2021-12-11,MANC,WOLV,1,1
Premier League,2021,2021-12-11,NOR,MANU,-1,-1
Premier League,2021,2021-12-12,BUR,WHU,0,-1
Premier League,2021,2021-12-12,CRY,EVE,1,1
Premier League,2021,2021-12-12,LEIC,NEW,1,1
Premier League,2021,2021-12-14,MANC,LEE,1,1
Premier League,2021,2021-12-14,NOR,AVL,-1,-1
Premier League,2021,2021-12-15,ARS,WHU,1,1
Premier League,2021,2021-12-15,BHA,WOLV,-1,1
Premier League,2021,2021-12-15,CRY,SOU,0,1
Premier League,2021,2021-12-16,CHE,EVE,0,1
Premier League,2021,2021-12-16,LIVP,NEW,1,1
Premier League,2021,2021-12-18,LEE,ARS,-1,-1
Premier League,2021,2021-12-19,NEW,MANC,-1,-1
Premier League,2021,2021-12-19,TOT,LIVP,0,-1
Premier League,2021,2021-12-19,WOLV,CHE,0,-1
Premier League,2021,2021-12-26,AVL,CHE,-1,-1
Premier League,2021,2021-12-26,BHA,BRNT,1,1
Premier League,2021,2021-12-26,MANC,LEIC,1,1
Premier League,2021,2021-12-26,NOR,ARS,-1,-1
Premier League,2021,2021-12-26,TOT,CRY,1,1
Premier League,2021,2021-12-26,WHU,SOU,-1,1
Premier League,2021,2021-12-27,NEW,MANU,0,-1
Premier League,2021,2021-12-28,CRY,NOR,1,1
Premier League,2021,2021-12-28,LEIC,LIVP,1,-1
Premier League,2021,2021-12-28,SOU,TOT,0,-1
Premier League,2021,2021-12-28,WAT,WHU,-1,-1
Premier League,2021,2021-12-29,BRNT,MANC,-1,-1
Premier League,2021,2021-12-29,CHE,BHA,0,1
Premier League,2021,2021-12-30,MANU,BUR,1,1
Premier League,2021,2022-01-01,ARS,MANC,-1,-1
Premier League,2021,2022-01-01,CRY,WHU,-1,-1
Premier League,2021,2022-01-01,WAT,TOT,-1,-1
Premier League,2021,2022-01-02,BRNT,AVL,1,1
Premier League,2021,2022-01-02,CHE,LIVP,0,-1
Premier League,2021,2022-01-02,EVE,BHA,-1,-1
Premier League,2021,2022-01-02,LEE,BUR,1,1
Premier League,2021,2022-01-03,MANU,WOLV,-1,1
Premier League,2021,2022-01-11,SOU,BRNT,1,-1
Premier League,2021,2022-01-12,WHU,NOR,1,1
Premier League,2021,2022-01-14,BHA,CRY,0,1
Premier League,2021,2022-01-15,AVL,MANU,0,-1
Premier League,2021,2022-01-15,MANC,CHE,1,1
Premier League,2021,2022-01-15,NEW,WAT,0,1
Premier League,2021,2022-01-15,NOR,EVE,1,-1
Premier League,2021,2022-01-15,WOLV,SOU,1,1
Premier League,2021,2022-01-16,LIVP,BRNT,1,1
Premier League,2021,2022-01-16,WHU,LEE,-1,1
Premier League,2021,2022-01-18,BHA,CHE,0,-1
Premier League,2021,2022-01-19,BRNT,MANU,-1,-1
Premier League,2021,2022-01-19,LEIC,TOT,-1,-1
Premier League,2021,2022-01-21,WAT,NOR,-1,1
Premier League,2021,2022-01-22,BRNT,WOLV,-1,-1
Premier League,2021,2022-01-22,EVE,AVL,-1,-1
Premier League,2021,2022-01-22,LEE,NEW,-1,-1
Premier League,2021,2022-01-22,MANU,WHU,1,1
Premier League,2021,2022-01-22,SOU,MANC,0,-1
Premier League,2021,2022-01-23,ARS,BUR,0,1
Premier League,2021,2022-01-23,CHE,TOT,1,1
Premier League,2021,2022-01-23,CRY,LIVP,-1,-1
Premier League,2021,2022-01-23,LEIC,BHA,0,1
Premier League,2021,2022-02-05,BUR,WAT,0,1
Premier League,2021,2022-02-08,BUR,MANU,0,-1
Premier League,2021,2022-02-08,NEW,EVE,1,1
Premier League,2021,2022-02-08,WHU,WAT,1,1
Premier League,2021,2022-02-09,AVL,LEE,0,1
Premier League,2021,2022-02-09,MANC,BRNT,1,1
Premier League,2021,2022-02-09,NOR,CRY,0,-1
Premier League,2021,2022-02-09,TOT,SOU,-1,1
Premier League,2021,2022-02-10,LIVP,LEIC,1,1
Premier League,2021,2022-02-10,WOLV,ARS,-1,-1
Premier League,2021,2022-02-12,BRNT,CRY,0,-1
Premier League,2021,2022-02-12,EVE,LEE,1,1
Premier League,2021,2022-02-12,MANU,SOU,0,1
Premier League,2021,2022-02-12,NOR,MANC,-1,-1
Premier League,2021,2022-02-12,WAT,BHA,-1,-1
Premier League,2021,2022-02-13,BUR,LIVP,-1,-1
Premier League,2021,2022-02-13,LEIC,WHU,0,-1
Premier League,2021,2022-02-13,NEW,AVL,1,1
Premier League,2021,2022-02-13,TOT,WOLV,-1,1
Premier League,2021,2022-02-15,MANU,BHA,1,1
Premier League,2021,2022-02-19,ARS,BRNT,1,1
Premier League,2021,2022-02-19,AVL,WAT,-1,1
Premier League,2021,2022-02-19,BHA,BUR,-1,1
Premier League,2021,2022-02-19,CRY,CHE,-1,-1
Premier League,2021,2022-02-19,LIVP,NOR,1,1
Premier League,2021,2022-02-19,MANC,TOT,-1,1
Premier League,2021,2022-02-19,SOU,EVE,1,1
Premier League,2021,2022-02-19,WHU,NEW,0,1
Premier League,2021,2022-02-20,LEE,MANU,-1,-1
Premier League,2021,2022-02-20,WOLV,LEIC,1,-1
Premier League,2021,2022-02-23,BUR,TOT,1,-1
Premier League,2021,2022-02-23,LIVP,LEE,1,1
Premier League,2021,2022-02-23,WAT,CRY,-1,-1
Premier League,2021,2022-02-24,ARS,WOLV,1,1
Premier League,2021,2022-02-25,SOU,NOR,1,1
Premier League,2021,2022-02-26,BHA,AVL,-1,1
Premier League,2021,2022-02-26,BRNT,NEW,-1,-1
Premier League,2021,2022-02-26,CRY,BUR,0,1
Premier League,2021,2022-02-26,EVE,MANC,-1,-1
Premier League,2021,2022-02-26,LEE,TOT,-1,-1
Premier League,2021,2022-02-26,MANU,WAT,0,1
Premier League,2021,2022-02-27,WHU,WOLV,1,1
Premier League,2021,2022-03-01,BUR,LEIC,-1,-1
Premier League,2021,2022-03-05,AVL,SOU,1,1
Premier League,2021,2022-03-05,BUR,CHE,-1,-1
Premier League,2021,2022-03-05,LEIC,LEE,1,1
Premier League,2021,2022-03-05,LIVP,WHU,1,1
Premier League,2021,2022-03-05,NEW,BHA,1,-1
Premier League,2021,2022-03-05,NOR,BRNT,-1,-1
Premier League,2021,2022-03-05,WOLV,CRY,-1,1
Premier League,2021,2022-03-06,MANC,MANU,1,1
Premier League,2021,2022-03-06,WAT,ARS,-1,-1
Premier League,2021,2022-03-07,TOT,EVE,1,1
Premier League,2021,2022-03-10,LEE,AVL,-1,-1
Premier League,2021,2022-03-10,NOR,CHE,-1,-1
Premier League,2021,2022-03-10,SOU,NEW,-1,-1
Premier League,2021,2022-03-10,WOLV,WAT,1,1
Premier League,2021,2022-03-12,BHA,LIVP,-1,-1
Premier League,2021,2022-03-12,BRNT,BUR,1,1
Premier League,2021,2022-03-12,MANU,TOT,1,-1
Premier League,2021,2022-03-13,ARS,LEIC,1,1
Premier League,2021,2022-03-13,CHE,NEW,1,1
Premier League,2021,2022-03-13,EVE,WOLV,-1,-1
Premier League,2021,2022-03-13,LEE,NOR,1,1
Premier League,2021,2022-03-13,SOU,WAT,-1,1
Premier League,2021,2022-03-13,WHU,AVL,1,1
Premier League,2021,2022-03-14,CRY,MANC,0,-1
Premier League,2021,2022-03-16,ARS,LIVP,-1,-1
Premier League,2021,2022-03-16,BHA,TOT,-1,-1
Premier League,2021,2022-03-17,EVE,NEW,1,-1
Premier League,2021,2022-03-18,WOLV,LEE,-1,1
Premier League,2021,2022-03-19,AVL,ARS,-1,-1
Premier League,2021,2022-03-20,LEIC,BRNT,1,1
Premier League,2021,2022-03-20,TOT,WHU,1,1
Premier League,2021,2022-04-02,BHA,NOR,0,1
Premier League,2021,2022-04-02,BUR,MANC,-1,-1
Premier League,2021,2022-04-02,CHE,BRNT,-1,1
Premier League,2021,2022-04-02,LEE,SOU,0,-1
Premier League,2021,2022-04-02,LIVP,WAT,1,1
Premier League,2021,2022-04-02,MANU,LEIC,0,1
Premier League,2021,2022-04-02,WOLV,AVL,1,1
Premier League,2021,2022-04-03,TOT,NEW,1,1
Premier League,2021,2022-04-03,WHU,EVE,1,1
Premier League,2021,2022-04-04,CRY,ARS,1,-1
Premier League,2021,2022-04-06,BUR,EVE,1,-1
Premier League,2021,2022-04-08,NEW,WOLV,1,-1
Premier League,2021,2022-04-09,ARS,BHA,-1,1
Premier League,2021,2022-04-09,AVL,TOT,-1,-1
Premier League,2021,2022-04-09,EVE,MANU,1,-1
Premier League,2021,2022-04-09,SOU,CHE,-1,-1
Premier League,2021,2022-04-09,WAT,LEE,-1,-1
Premier League,2021,2022-04-10,BRNT,WHU,1,-1
Premier League,2021,2022-04-10,LEIC,CRY,1,1
Premier League,2021,2022-04-10,MANC,LIVP,0,1
Premier League,2021,2022-04-10,NOR,BUR,1,-1
Premier League,2021,2022-04-16,MANU,NOR,1,1
Premier League,2021,2022-04-16,SOU,ARS,1,-1
Premier League,2021,2022-04-16,TOT,BHA,-1,1
Premier League,2021,2022-04-16,WAT,BRNT,-1,-1
Premier League,2021,2022-04-17,NEW,LEIC,1,-1
Premier League,2021,2022-04-17,WHU,BUR,0,1
Premier League,2021,2022-04-19,LIVP,MANU,1,1
Premier League,2021,2022-04-20,CHE,ARS,-1,1
Premier League,2021,2022-04-20,EVE,LEIC,0,-1
Premier League,2021,2022-04-20,MANC,BHA,1,1
Premier League,2021,2022-04-20,NEW,CRY,1,1
Premier League,2021,2022-04-21,BUR,SOU,1,-1
Premier League,2021,2022-04-23,ARS,MANU,1,1
Premier League,2021,2022-04-23,BRNT,TOT,0,-1
Premier League,2021,2022-04-23,LEIC,AVL,0,1
Premier League,2021,2022-04-23,MANC,WAT,1,1
Premier League,2021,2022-04-23,NOR,NEW,-1,-1
Premier League,2021,2022-04-24,BHA,SOU,0,1
Premier League,2021,2022-04-24,BUR,WOLV,1,-1
Premier League,2021,2022-04-24,CHE,WHU,1,1
Premier League,2021,2022-04-24,LIVP,EVE,1,1
Premier League,2021,2022-04-25,CRY,LEE,0,1
Premier League,2021,2022-04-28,MANU,CHE,0,-1
Premier League,2021,2022-04-30,AVL,NOR,1,1
Premier League,2021,2022-04-30,LEE,MANC,-1,-1
Premier League,2021,2022-04-30,NEW,LIVP,-1,-1
Premier League,2021,2022-04-30,SOU,CRY,-1,-1
Premier League,2021,2022-04-30,WAT,BUR,-1,-1
Premier League,2021,2022-04-30,WOLV,BHA,-1,-1
Premier League,2021,2022-05-01,EVE,CHE,1,-1
Premier League,2021,2022-05-01,TOT,LEIC,1,1
Premier League,2021,2022-05-01,WHU,ARS,-1,-1
Premier League,2021,2022-05-02,MANU,BRNT,1,1
Premier League,2021,2022-05-07,BHA,MANU,1,-1
Premier League,2021,2022-05-07,BRNT,SOU,1,1
Premier League,2021,2022-05-07,BUR,AVL,-1,-1
Premier League,2021,2022-05-07,CHE,WOLV,0,1
Premier League,2021,2022-05-07,CRY,WAT,1,1
Premier League,2021,2022-05-07,LIVP,TOT,0,1
Premier League,2021,2022-05-08,ARS,LEE,1,1
Premier League,2021,2022-05-08,LEIC,EVE,-1,1
Premier League,2021,2022-05-08,MANC,NEW,1,1
Premier League,2021,2022-05-08,NOR,WHU,-1,-1
Premier League,2021,2022-05-10,AVL,LIVP,-1,-1
Premier League,2021,2022-05-11,LEE,CHE,-1,-1
Premier League,2021,2022-05-11,LEIC,NOR,1,1
Premier League,2021,2022-05-11,WAT,EVE,0,-1
Premier League,2021,2022-05-11,WOLV,MANC,-1,-1
Premier League,2021,2022-05-12,TOT,ARS,1,1
Premier League,2021,2022-05-15,AVL,CRY,0,-1
Premier League,2021,2022-05-15,EVE,BRNT,-1,-1
Premier League,2021,2022-05-15,LEE,BHA,0,-1
Premier League,2021,2022-05-15,TOT,BUR,1,1
Premier League,2021,2022-05-15,WAT,LEIC,-1,-1
Premier League,2021,2022-05-15,WHU,MANC,0,-1
Premier League,2021,2022-05-15,WOLV,NOR,0,1
Premier League,2021,2022-05-16,NEW,ARS,1,-1
Premier League,2021,2022-05-17,SOU,LIVP,-1,-1
Premier League,2021,2022-05-19,AVL,BUR,0,1
Premier League,2021,2022-05-19,CHE,LEIC,0,1
Premier League,2021,2022-05-19,EVE,CRY,1,-1
Premier League,2021,2022-05-22,ARS,EVE,1,1
Premier League,2021,2022-05-22,BHA,WHU,1,-1
Premier League,2021,2022-05-22,BRNT,LEE,-1,1
Premier League,2021,2022-05-22,BUR,NEW,-1,-1
Premier League,2021,2022-05-22,CHE,WAT,1,1
Premier League,2021,2022-05-22,CRY,MANU,1,-1
Premier League,2021,2022-05-22,LEIC,SOU,1,1
Premier League,2021,2022-05-22,LIVP,WOLV,1,1
Premier League,2021,2022-05-22,MANC,AVL,1,1
Premier League,2021,2022-05-22,NOR,TOT,-1,-1
Premier League,2022,2022-08-05,CRY,ARS,-1,-1
Premier League,2022,2022-08-06,BOU,AVL,1,-1
Premier League,2022,2022-08-06,EVE,CHE,-1,-1
Premier League,2022,2022-08-06,FUL,LIVP,0,-1
Premier League,2022,2022-08-06,LEE,WOLV,1,-1
Premier League,2022,2022-08-06,NEW,NOTF,1,1
Premier League,2022,2022-08-06,TOT,SOU,1,1
Premier League,2022,2022-08-07,LEIC,BRNT,0,-1
Premier League,2022,2022-08-07,MANU,BHA,-1,1
Premier League,2022,2022-08-07,WHU,MANC,-1,-1
Premier League,2022,2022-08-13,ARS,LEIC,1,1
Premier League,2022,2022-08-13,AVL,EVE,1,1
Premier League,2022,2022-08-13,BHA,NEW,0,-1
Premier League,2022,2022-08-13,BRNT,MANU,1,-1
Premier League,2022,2022-08-13,MANC,BOU,1,1
Premier League,2022,2022-08-13,SOU,LEE,0,-1
Premier League,2022,2022-08-13,WOLV,FUL,0,-1
Premier League,2022,2022-08-14,CHE,TOT,0,-1
Premier League,2022,2022-08-14,NOTF,WHU,1,-1
Premier League,2022,2022-08-15,LIVP,CRY,0,1
Premier League,2022,2022-08-20,BOU,ARS,-1,-1
Premier League,2022,2022-08-20,CRY,AVL,1,-1
Premier League,2022,2022-08-20,EVE,NOTF,0,-1
Premier League,2022,2022-08-20,FUL,BRNT,1,-1
Premier League,2022,2022-08-20,LEIC,SOU,-1,1
Premier League,2022,2022-08-20,TOT,WOLV,1,1
Premier League,2022,2022-08-21,LEE,CHE,1,-1
Premier League,2022,2022-08-21,NEW,MANC,0,-1
Premier League,2022,2022-08-21,WHU,BHA,-1,-1
Premier League,2022,2022-08-22,MANU,LIVP,1,1
Premier League,2022,2022-08-27,ARS,FUL,1,1
Premier League,2022,2022-08-27,BHA,LEE,1,1
Premier League,2022,2022-08-27,BRNT,EVE,0,1
Premier League,2022,2022-08-27,CHE,LEIC,1,1
Premier League,2022,2022-08-27,LIVP,BOU,1,1
Premier League,2022,2022-08-27,MANC,CRY,1,1
Premier League,2022,2022-08-27,SOU,MANU,-1,-1
Premier League,2022,2022-08-28,AVL,WHU,-1,1
Premier League,2022,2022-08-28,NOTF,TOT,-1,-1
Premier League,2022,2022-08-28,WOLV,NEW,0,-1
Premier League,2022,2022-08-30,CRY,BRNT,0,-1
Premier League,2022,2022-08-30,FUL,BHA,1,-1
Premier League,2022,2022-08-30,LEE,EVE,0,-1
Premier League,2022,2022-08-30,SOU,CHE,1,-1
Premier League,2022,2022-08-31,ARS,AVL,1,1
Premier League,2022,2022-08-31,BOU,WOLV,0,-1
Premier League,2022,2022-08-31,LIVP,NEW,1,-1
Premier League,2022,2022-08-31,MANC,NOTF,1,1
Premier League,2022,2022-08-31,WHU,TOT,0,-1
Premier League,2022,2022-09-01,LEIC,MANU,-1,-1
Premier League,2022,2022-09-03,AVL,MANC,0,-1
Premier League,2022,2022-09-03,BRNT,LEE,1,1
Premier League,2022,2022-09-03,CHE,WHU,1,1
Premier League,2022,2022-09-03,EVE,LIVP,0,-1
Premier League,2022,2022-09-03,NEW,CRY,0,1
Premier League,2022,2022-09-03,NOTF,BOU,-1,-1
Premier League,2022,2022-09-03,TOT,FUL,1,1
Premier League,2022,2022-09-03,WOLV,SOU,1,1
Premier League,2022,2022-09-04,BHA,LEIC,1,1
Premier League,2022,2022-09-04,MANU,ARS,1,-1
Premier League,2022,2022-09-16,AVL,SOU,1,1
Premier League,2022,2022-09-16,NOTF,FUL,-1,-1
Premier League,2022,2022-09-17,NEW,BOU,0,1
Premier League,2022,2022-09-17,TOT,LEIC,1,1
Premier League,2022,2022-09-17,WOLV,MANC,-1,-1
