season,date,home_team,away_team,hometeamgoals,awayteamgoals,hometeamresult,home_team_points,away_team_points
,,Juventus,Cagliari,1,1,draw,1,1
,,Lazio,Sampdoria,2,1,win,3,0
,,Parma,Atalanta,2,3,loss,0,3
,,Reggina,Torino,1,3,loss,0,3
,,Siena,Roma,3,0,win,3,0
,,Atalanta,Fiorentina,2,2,draw,1,1
,,Roma,Reggina,2,0,win,3,0
,,Cagliari,Parma,1,1,draw,1,1
,,Catania,Inter,0,2,loss,0,3
,,Empoli,Lazio,1,0,win,3,0
,,Livorno,Genoa,1,1,draw,1,1
,,Milan,Siena,1,0,win,3,0
,,Sampdoria,Napoli,2,0,win,3,0
,,Torino,Palermo,3,1,win,3,0
,,Udinese,Juventus,1,2,loss,0,3
,,Milan,Livorno,1,1,draw,1,1
,,Inter,Livorno,2,0,win,3,0
,,Juventus,Roma,1,0,win,3,0
,,Parma,Milan,0,0,draw,1,1
,,Fiorentina,Catania,2,1,win,3,0
,,Genoa,Sampdoria,0,1,loss,0,3
,,Lazio,Atalanta,3,0,win,3,0
,,Napoli,Empoli,1,3,loss,0,3
,,Palermo,Cagliari,2,1,win,3,0
,,Reggina,Udinese,1,3,loss,0,3
,,Siena,Torino,0,0,draw,1,1
,,Reggina,Juventus,2,1,win,3,0
,,Torino,Parma,4,4,draw,1,1
,,Atalanta,Siena,2,2,draw,1,1
,,Cagliari,Lazio,1,0,win,3,0
,,Empoli,Catania,2,0,win,3,0
,,Livorno,Napoli,1,2,loss,0,3
,,Milan,Palermo,2,1,win,3,0
,,Roma,Fiorentina,1,0,win,3,0
,,Sampdoria,Inter,1,1,draw,1,1
,,Udinese,Genoa,3,5,loss,0,3
,,Juventus,Torino,0,0,draw,1,1
,,Atalanta,Sampdoria,4,1,win,3,0
,,Catania,Milan,1,1,draw,1,1
,,Fiorentina,Livorno,1,0,win,3,0
,,Genoa,Napoli,2,0,win,3,0
,,Inter,Roma,1,1,draw,1,1
,,Lazio,Reggina,1,0,win,3,0
,,Palermo,Empoli,2,0,win,3,0
,,Parma,Udinese,2,0,win,3,0
,,Siena,Cagliari,1,0,win,3,0
,,Milan,Lazio,1,1,draw,1,1
,,Roma,Parma,4,0,win,3,0
,,Cagliari,Genoa,2,1,win,3,0
,,Empoli,Siena,0,2,loss,0,3
,,Juventus,Fiorentina,2,3,loss,0,3
,,Livorno,Catania,1,0,win,3,0
,,Napoli,Inter,1,0,win,3,0
,,Reggina,Palermo,0,0,draw,1,1
,,Sampdoria,Torino,2,2,draw,1,1
,,Udinese,Atalanta,2,0,win,3,0
,,Inter,Reggina,2,0,win,3,0
,,Palermo,Udinese,1,1,draw,1,1
,,Catania,Cagliari,2,1,win,3,0
,,Empoli,Milan,1,3,loss,0,3
,,Genoa,Juventus,0,2,loss,0,3
,,Lazio,Livorno,2,0,win,3,0
,,Napoli,Roma,0,2,loss,0,3
,,Parma,Sampdoria,1,2,loss,0,3
,,Siena,Fiorentina,1,0,win,3,0
,,Torino,Atalanta,1,0,win,3,0
,,Roma,Milan,2,1,win,3,0
,,Udinese,Lazio,2,2,draw,1,1
,,Atalanta,Empoli,4,1,win,3,0
,,Cagliari,Torino,3,0,win,3,0
,,Fiorentina,Genoa,3,1,win,3,0
,,Inter,Palermo,2,1,win,3,0
,,Juventus,Napoli,1,0,win,3,0
,,Livorno,Parma,1,1,draw,1,1
,,Reggina,Siena,4,0,win,3,0
,,Sampdoria,Catania,3,1,win,3,0
,,Cagliari,Atalanta,1,0,win,3,0
,,Catania,Siena,0,0,draw,1,1
,,Empoli,Juventus,0,0,draw,1,1
,,Genoa,Inter,1,1,draw,1,1
,,Lazio,Roma,3,2,win,3,0
,,Livorno,Reggina,1,1,draw,1,1
,,Milan,Sampdoria,1,2,loss,0,3
,,Napoli,Fiorentina,2,0,win,3,0
,,Parma,Palermo,2,1,win,3,0
,,Torino,Udinese,0,1,loss,0,3
,,Atalanta,Catania,0,0,draw,1,1
,,Fiorentina,Lazio,1,0,win,3,0
,,Inter,Juventus,1,2,loss,0,3
,,Palermo,Genoa,2,3,loss,0,3
,,Reggina,Napoli,1,1,draw,1,1
,,Roma,Empoli,2,1,win,3,0
,,Sampdoria,Cagliari,1,1,draw,1,1
,,Siena,Parma,2,0,win,3,0
,,Torino,Milan,0,1,loss,0,3
,,Udinese,Livorno,2,0,win,3,0
,,Cagliari,Roma,1,1,draw,1,1
,,Lazio,Inter,1,1,draw,1,1
,,Catania,Torino,1,2,loss,0,3
,,Empoli,Sampdoria,0,2,loss,0,3
,,Genoa,Reggina,2,0,win,3,0
,,Livorno,Siena,0,0,draw,1,1
,,Milan,Atalanta,1,2,loss,0,3
,,Napoli,Palermo,1,0,win,3,0
,,Udinese,Fiorentina,3,1,win,3,0
,,Milan,Cagliari,3,1,win,3,0
,,Roma,Genoa,3,2,win,3,0
,,Atalanta,Inter,0,2,loss,0,3
,,Catania,Napoli,3,0,win,3,0
,,Fiorentina,Reggina,2,0,win,3,0
,,Palermo,Juventus,3,2,win,3,0
,,Parma,Lazio,2,2,draw,1,1
,,Sampdoria,Livorno,2,0,win,3,0
,,Siena,Udinese,1,1,draw,1,1
,,Torino,Empoli,0,1,loss,0,3
,,Juventus,Milan,3,2,win,3,0
,,Palermo,Catania,1,0,win,3,0
,,Empoli,Parma,1,1,draw,1,1
,,Genoa,Torino,3,0,win,3,0
,,Inter,Fiorentina,2,0,win,3,0
,,Lazio,Siena,1,1,draw,1,1
,,Livorno,Cagliari,1,2,loss,0,3
,,Napoli,Atalanta,2,0,win,3,0
,,Reggina,Sampdoria,1,0,win,3,0
,,Udinese,Roma,1,3,loss,0,3
,,Juventus,Parma,3,0,win,3,0
,,Fiorentina,Palermo,1,0,win,3,0
,,Roma,Livorno,1,1,draw,1,1
,,Atalanta,Juventus,0,4,loss,0,3
,,Cagliari,Empoli,2,0,win,3,0
,,Catania,Lazio,1,0,win,3,0
,,Milan,Reggina,5,1,win,3,0
,,Parma,Napoli,1,2,loss,0,3
,,Sampdoria,Udinese,3,0,win,3,0
,,Siena,Genoa,0,1,loss,0,3
,,Torino,Inter,0,1,loss,0,3
,,Fiorentina,Sampdoria,2,2,draw,1,1
,,Genoa,Empoli,0,1,loss,0,3
,,Inter,Cagliari,2,1,win,3,0
,,Juventus,Lazio,5,2,win,3,0
,,Livorno,Milan,1,4,loss,0,3
,,Napoli,Siena,0,0,draw,1,1
,,Palermo,Atalanta,0,0,draw,1,1
,,Reggina,Parma,2,1,win,3,0
,,Roma,Torino,4,1,win,3,0
,,Udinese,Catania,2,1,win,3,0
,,Atalanta,Livorno,3,2,win,3,0
,,Cagliari,Fiorentina,2,1,win,3,0
,,Catania,Reggina,1,2,loss,0,3
,,Empoli,Udinese,0,1,loss,0,3
,,Lazio,Palermo,1,2,loss,0,3
,,Milan,Inter,2,1,win,3,0
,,Parma,Genoa,1,0,win,3,0
,,Sampdoria,Roma,0,3,loss,0,3
,,Siena,Juventus,1,0,win,3,0
,,Torino,Napoli,2,1,win,3,0
,,Fiorentina,Parma,3,1,win,3,0
,,Genoa,Lazio,0,2,loss,0,3
,,Inter,Siena,2,2,draw,1,1
,,Juventus,Catania,1,1,draw,1,1
,,Livorno,Torino,0,1,loss,0,3
,,Napoli,Milan,3,1,win,3,0
,,Palermo,Sampdoria,0,2,loss,0,3
,,Reggina,Empoli,2,0,win,3,0
,,Roma,Atalanta,2,1,win,3,0
,,Udinese,Cagliari,0,2,loss,0,3
,,Sampdoria,Juventus,3,3,draw,1,1
,,Atalanta,Genoa,2,0,win,3,0
,,Cagliari,Reggina,2,2,draw,1,1
,,Catania,Roma,1,1,draw,1,1
,,Empoli,Livorno,2,1,win,3,0
,,Lazio,Napoli,2,1,win,3,0
,,Milan,Udinese,4,1,win,3,0
,,Parma,Inter,0,2,loss,0,3
,,Siena,Palermo,2,2,draw,1,1
,,Torino,Fiorentina,0,1,loss,0,3
,,Fiorentina,Inter,2,3,loss,0,3
,,Roma,Livorno,2,0,win,3,0
,,Atalanta,Ascoli,3,1,win,3,0
,,Cagliari,Catania,0,1,loss,0,3
,,Chievo,Siena,1,2,loss,0,3
,,Messina,Udinese,1,0,win,3,0
,,Milan,Lazio,2,1,win,3,0
,,Palermo,Reggina,4,3,win,3,0
,,Sampdoria,Empoli,1,2,loss,0,3
,,Torino,Parma,1,1,draw,1,1
,,Inter,Sampdoria,1,1,draw,1,1
,,Reggina,Cagliari,2,1,win,3,0
,,Ascoli,Messina,1,1,draw,1,1
,,Catania,Atalanta,0,0,draw,1,1
,,Empoli,Chievo,1,1,draw,1,1
,,Lazio,Palermo,1,2,loss,0,3
,,Livorno,Fiorentina,1,0,win,3,0
,,Parma,Milan,0,2,loss,0,3
,,Siena,Roma,1,3,loss,0,3
,,Udinese,Torino,2,0,win,3,0
,,Atalanta,Empoli,0,0,draw,1,1
,,Cagliari,Livorno,2,2,draw,1,1
,,Chievo,Lazio,0,1,loss,0,3
,,Fiorentina,Parma,1,0,win,3,0
,,Messina,Reggina,2,0,win,3,0
,,Milan,Ascoli,1,0,win,3,0
,,Palermo,Catania,5,3,win,3,0
,,Roma,Inter,0,1,loss,0,3
,,Sampdoria,Udinese,3,3,draw,1,1
,,Torino,Siena,1,2,loss,0,3
,,Catania,Messina,2,2,draw,1,1
,,Livorno,Milan,0,0,draw,1,1
,,Ascoli,Sampdoria,1,1,draw,1,1
,,Empoli,Palermo,2,0,win,3,0
,,Inter,Chievo,4,3,win,3,0
,,Lazio,Atalanta,1,0,win,3,0
,,Parma,Roma,0,4,loss,0,3
,,Reggina,Torino,1,1,draw,1,1
,,Siena,Cagliari,0,0,draw,1,1
,,Udinese,Fiorentina,1,0,win,3,0
,,Atalanta,Reggina,1,1,draw,1,1
,,Torino,Lazio,0,4,loss,0,3
,,Cagliari,Inter,1,1,draw,1,1
,,Chievo,Palermo,0,1,loss,0,3
,,Fiorentina,Catania,3,0,win,3,0
,,Messina,Livorno,0,1,loss,0,3
,,Milan,Siena,0,0,draw,1,1
,,Roma,Empoli,1,0,win,3,0
,,Sampdoria,Parma,3,2,win,3,0
,,Udinese,Ascoli,0,0,draw,1,1
,,Sampdoria,Milan,1,1,draw,1,1
,,Siena,Messina,3,1,win,3,0
,,Ascoli,Livorno,0,2,loss,0,3
,,Empoli,Fiorentina,1,2,loss,0,3
,,Inter,Catania,2,1,win,3,0
,,Lazio,Cagliari,0,0,draw,1,1
,,Palermo,Atalanta,2,3,loss,0,3
,,Parma,Udinese,0,3,loss,0,3
,,Reggina,Roma,1,0,win,3,0
,,Torino,Chievo,1,0,win,3,0
,,Cagliari,Torino,0,0,draw,1,1
,,Messina,Empoli,2,2,draw,1,1
,,Atalanta,Sampdoria,3,2,win,3,0
,,Catania,Lazio,3,1,win,3,0
,,Fiorentina,Reggina,3,0,win,3,0
,,Livorno,Siena,0,0,draw,1,1
,,Milan,Palermo,0,2,loss,0,3
,,Parma,Ascoli,1,0,win,3,0
,,Roma,Chievo,1,1,draw,1,1
,,Udinese,Inter,0,0,draw,1,1
,,Atalanta,Cagliari,3,3,draw,1,1
,,Chievo,Milan,0,1,loss,0,3
,,Empoli,Udinese,1,1,draw,1,1
,,Inter,Livorno,4,1,win,3,0
,,Palermo,Messina,2,1,win,3,0
,,Reggina,Parma,3,2,win,3,0
,,Roma,Ascoli,2,2,draw,1,1
,,Sampdoria,Lazio,2,0,win,3,0
,,Siena,Catania,1,1,draw,1,1
,,Torino,Fiorentina,0,1,loss,0,3
,,Milan,Inter,3,4,loss,0,3
,,Udinese,Roma,0,1,loss,0,3
,,Ascoli,Siena,0,1,loss,0,3
,,Cagliari,Sampdoria,1,0,win,3,0
,,Catania,Torino,1,1,draw,1,1
,,Fiorentina,Palermo,2,3,loss,0,3
,,Lazio,Reggina,0,0,draw,1,1
,,Livorno,Empoli,0,0,draw,1,1
,,Messina,Chievo,2,1,win,3,0
,,Parma,Atalanta,3,1,win,3,0
,,Reggina,Catania,0,1,loss,0,3
,,Siena,Parma,2,2,draw,1,1
,,Atalanta,Milan,2,0,win,3,0
,,Chievo,Cagliari,0,0,draw,1,1
,,Empoli,Lazio,1,1,draw,1,1
,,Inter,Ascoli,2,0,win,3,0
,,Livorno,Udinese,1,0,win,3,0
,,Palermo,Sampdoria,2,0,win,3,0
,,Roma,Fiorentina,3,1,win,3,0
,,Torino,Messina,1,1,draw,1,1
,,Fiorentina,Atalanta,3,1,win,3,0
,,Milan,Roma,1,2,loss,0,3
,,Ascoli,Empoli,0,1,loss,0,3
,,Catania,Livorno,3,2,win,3,0
,,Lazio,Udinese,5,0,win,3,0
,,Messina,Cagliari,2,2,draw,1,1
,,Palermo,Torino,3,0,win,3,0
,,Parma,Inter,1,2,loss,0,3
,,Sampdoria,Chievo,3,0,win,3,0
,,Siena,Reggina,0,1,loss,0,3
,,Cagliari,Palermo,1,0,win,3,0
,,Empoli,Milan,0,0,draw,1,1
,,Ascoli,Fiorentina,1,1,draw,1,1
,,Chievo,Atalanta,2,2,draw,1,1
,,Inter,Reggina,1,0,win,3,0
,,Livorno,Parma,3,0,win,3,0
,,Messina,Lazio,1,4,loss,0,3
,,Roma,Catania,7,0,win,3,0
,,Torino,Sampdoria,1,0,win,3,0
,,Udinese,Siena,3,0,win,3,0
,,Chievo,Udinese,2,0,win,3,0
,,Milan,Messina,1,0,win,3,0
,,Atalanta,Torino,1,2,loss,0,3
,,Catania,Parma,2,0,win,3,0
,,Empoli,Cagliari,1,0,win,3,0
,,Lazio,Ascoli,3,1,win,3,0
,,Palermo,Inter,1,2,loss,0,3
,,Reggina,Livorno,2,2,draw,1,1
,,Sampdoria,Roma,2,4,loss,0,3
,,Siena,Fiorentina,1,1,draw,1,1
,,Inter,Siena,2,0,win,3,0
,,Roma,Atalanta,2,1,win,3,0
,,Ascoli,Catania,2,2,draw,1,1
,,Cagliari,Milan,2,2,draw,1,1
,,Fiorentina,Lazio,1,0,win,3,0
,,Livorno,Chievo,0,2,loss,0,3
,,Messina,Sampdoria,0,2,loss,0,3
,,Parma,Palermo,0,0,draw,1,1
,,Torino,Empoli,1,0,win,3,0
,,Udinese,Reggina,1,1,draw,1,1
,,Palermo,Livorno,3,0,win,3,0
,,Reggina,Ascoli,2,1,win,3,0
,,Atalanta,Messina,3,2,win,3,0
,,Cagliari,Parma,0,0,draw,1,1
,,Catania,Udinese,1,0,win,3,0
,,Chievo,Fiorentina,0,1,loss,0,3
,,Empoli,Inter,0,3,loss,0,3
,,Lazio,Roma,3,0,win,3,0
,,Milan,Torino,0,0,draw,1,1
,,Sampdoria,Siena,0,0,draw,1,1
,,Fiorentina,Milan,2,2,draw,1,1
,,Udinese,Cagliari,3,1,win,3,0
,,Ascoli,Torino,0,2,loss,0,3
,,Inter,Messina,2,0,win,3,0
,,Livorno,Lazio,1,1,draw,1,1
,,Parma,Chievo,2,2,draw,1,1
,,Reggina,Sampdoria,0,1,loss,0,3
,,Roma,Palermo,4,0,win,3,0
,,Siena,Atalanta,1,1,draw,1,1
,,Atalanta,Udinese,1,2,loss,0,3
,,Cagliari,Fiorentina,0,2,loss,0,3
,,Chievo,Reggina,3,2,win,3,0
,,Empoli,Siena,1,0,win,3,0
,,Lazio,Inter,0,2,loss,0,3
,,Messina,Parma,1,1,draw,1,1
,,Milan,Catania,3,0,win,3,0
,,Palermo,Ascoli,4,0,win,3,0
,,Sampdoria,Livorno,4,1,win,3,0
,,Torino,Roma,1,2,loss,0,3
,,Ascoli,Chievo,3,0,win,3,0
,,Catania,Sampdoria,4,2,win,3,0
,,Fiorentina,Messina,4,0,win,3,0
,,Inter,Atalanta,2,1,win,3,0
,,Livorno,Torino,1,1,draw,1,1
,,Parma,Lazio,1,3,loss,0,3
,,Reggina,Empoli,4,1,win,3,0
,,Roma,Cagliari,2,0,win,3,0
,,Siena,Palermo,1,1,draw,1,1
,,Udinese,Milan,0,3,loss,0,3
,,Empoli,Parma,2,0,win,3,0
,,Torino,Inter,1,3,loss,0,3
,,Atalanta,Livorno,5,1,win,3,0
,,Cagliari,Ascoli,1,0,win,3,0
,,Chievo,Catania,2,1,win,3,0
,,Lazio,Siena,1,1,draw,1,1
,,Messina,Roma,1,1,draw,1,1
,,Milan,Reggina,3,1,win,3,0
,,Palermo,Udinese,2,0,win,3,0
,,Sampdoria,Fiorentina,0,0,draw,1,1
,,Ascoli,Atalanta,1,3,loss,0,3
,,Reggina,Palermo,0,0,draw,1,1
,,Catania,Cagliari,0,1,loss,0,3
,,Empoli,Sampdoria,2,0,win,3,0
,,Inter,Fiorentina,3,1,win,3,0
,,Lazio,Milan,0,0,draw,1,1
,,Livorno,Roma,1,1,draw,1,1
,,Parma,Torino,1,0,win,3,0
,,Siena,Chievo,2,1,win,3,0
,,Udinese,Messina,1,0,win,3,0
,,Catania,Empoli,2,1,win,3,0
,,Palermo,Lazio,0,3,loss,0,3
,,Torino,Udinese,2,3,loss,0,3
,,Atalanta,Catania,1,1,draw,1,1
,,Cagliari,Reggina,0,2,loss,0,3
,,Chievo,Empoli,0,0,draw,1,1
,,Fiorentina,Livorno,2,1,win,3,0
,,Messina,Ascoli,1,2,loss,0,3
,,Milan,Parma,1,0,win,3,0
,,Roma,Siena,1,0,win,3,0
,,Sampdoria,Inter,0,2,loss,0,3
,,Catania,Palermo,1,2,loss,0,3
,,Atalanta,Lazio,0,0,draw,1,1
,,Cagliari,Siena,2,2,draw,1,1
,,Chievo,Inter,0,2,loss,0,3
,,Fiorentina,Udinese,2,0,win,3,0
,,Messina,Catania,1,1,draw,1,1
,,Milan,Livorno,2,1,win,3,0
,,Palermo,Empoli,0,1,loss,0,3
,,Roma,Parma,3,0,win,3,0
,,Sampdoria,Ascoli,2,0,win,3,0
,,Torino,Reggina,1,2,loss,0,3
,,Empoli,Roma,1,0,win,3,0
,,Inter,Cagliari,1,0,win,3,0
,,Siena,Milan,3,4,loss,0,3
,,Ascoli,Udinese,2,2,draw,1,1
,,Catania,Fiorentina,0,1,loss,0,3
,,Lazio,Torino,2,0,win,3,0
,,Livorno,Messina,2,1,win,3,0
,,Palermo,Chievo,1,1,draw,1,1
,,Parma,Sampdoria,0,1,loss,0,3
,,Reggina,Atalanta,1,1,draw,1,1
,,Atalanta,Palermo,1,1,draw,1,1
,,Chievo,Torino,3,0,win,3,0
,,Cagliari,Lazio,0,2,loss,0,3
,,Catania,Inter,2,5,loss,0,3
,,Fiorentina,Empoli,2,0,win,3,0
,,Livorno,Ascoli,0,0,draw,1,1
,,Messina,Siena,1,0,win,3,0
,,Milan,Sampdoria,1,0,win,3,0
,,Roma,Reggina,3,0,win,3,0
,,Udinese,Parma,3,3,draw,1,1
,,Ascoli,Parma,0,0,draw,1,1
,,Chievo,Roma,2,2,draw,1,1
,,Empoli,Messina,3,1,win,3,0
,,Inter,Udinese,1,1,draw,1,1
,,Lazio,Catania,3,1,win,3,0
,,Palermo,Milan,0,0,draw,1,1
,,Reggina,Fiorentina,1,1,draw,1,1
,,Sampdoria,Atalanta,2,1,win,3,0
,,Siena,Livorno,0,0,draw,1,1
,,Torino,Cagliari,1,0,win,3,0
,,Ascoli,Roma,1,1,draw,1,1
,,Livorno,Inter,1,2,loss,0,3
,,Milan,Chievo,3,1,win,3,0
,,Cagliari,Atalanta,2,0,win,3,0
,,Catania,Siena,1,1,draw,1,1
,,Fiorentina,Torino,5,1,win,3,0
,,Lazio,Sampdoria,1,0,win,3,0
,,Messina,Palermo,2,0,win,3,0
,,Parma,Reggina,2,2,draw,1,1
,,Udinese,Empoli,0,1,loss,0,3
,,Sampdoria,Cagliari,1,1,draw,1,1
,,Atalanta,Parma,1,1,draw,1,1
,,Chievo,Messina,1,1,draw,1,1
,,Empoli,Livorno,2,2,draw,1,1
,,Inter,Milan,2,1,win,3,0
,,Palermo,Fiorentina,1,1,draw,1,1
,,Reggina,Lazio,2,3,loss,0,3
,,Roma,Udinese,3,1,win,3,0
,,Siena,Ascoli,0,1,loss,0,3
,,Torino,Catania,1,0,win,3,0
,,Sampdoria,Palermo,1,1,draw,1,1
,,Ascoli,Inter,1,2,loss,0,3
,,Cagliari,Chievo,0,2,loss,0,3
,,Catania,Reggina,1,4,loss,0,3
,,Fiorentina,Roma,0,0,draw,1,1
,,Lazio,Empoli,3,1,win,3,0
,,Messina,Torino,0,3,loss,0,3
,,Milan,Atalanta,1,0,win,3,0
,,Parma,Siena,1,0,win,3,0
,,Udinese,Livorno,4,0,win,3,0
,,Reggina,Siena,0,1,loss,0,3
,,Roma,Milan,1,1,draw,1,1
,,Atalanta,Fiorentina,2,2,draw,1,1
,,Cagliari,Messina,2,0,win,3,0
,,Chievo,Sampdoria,1,1,draw,1,1
,,Empoli,Ascoli,4,1,win,3,0
,,Inter,Parma,2,0,win,3,0
,,Livorno,Catania,4,1,win,3,0
,,Torino,Palermo,0,0,draw,1,1
,,Udinese,Lazio,2,4,loss,0,3
,,Atalanta,Chievo,1,0,win,3,0
,,Catania,Roma,0,2,loss,0,3
,,Fiorentina,Ascoli,4,0,win,3,0
,,Lazio,Messina,1,0,win,3,0
,,Milan,Empoli,3,1,win,3,0
,,Palermo,Cagliari,1,3,loss,0,3
,,Parma,Livorno,1,0,win,3,0
,,Reggina,Inter,0,0,draw,1,1
,,Sampdoria,Torino,1,0,win,3,0
,,Siena,Udinese,2,2,draw,1,1
,,Cagliari,Empoli,0,0,draw,1,1
,,Udinese,Chievo,2,1,win,3,0
,,Ascoli,Lazio,2,2,draw,1,1
,,Fiorentina,Siena,1,0,win,3,0
,,Inter,Palermo,2,2,draw,1,1
,,Livorno,Reggina,1,1,draw,1,1
,,Messina,Milan,1,3,loss,0,3
,,Parma,Catania,1,1,draw,1,1
,,Roma,Sampdoria,4,0,win,3,0
,,Torino,Atalanta,1,2,loss,0,3
,,Ascoli,Milan,2,5,loss,0,3
,,Empoli,Atalanta,2,0,win,3,0
,,Inter,Roma,1,3,loss,0,3
,,Lazio,Chievo,0,0,draw,1,1
,,Livorno,Cagliari,2,1,win,3,0
,,Parma,Fiorentina,2,0,win,3,0
,,Reggina,Messina,3,1,win,3,0
,,Siena,Torino,1,0,win,3,0
,,Udinese,Sampdoria,1,0,win,3,0
,,Milan,Cagliari,3,1,win,3,0
,,Sampdoria,Messina,3,1,win,3,0
,,Atalanta,Roma,2,1,win,3,0
,,Chievo,Livorno,2,1,win,3,0
,,Empoli,Torino,0,0,draw,1,1
,,Lazio,Fiorentina,0,1,loss,0,3
,,Palermo,Parma,3,4,loss,0,3
,,Reggina,Udinese,1,1,draw,1,1
,,Siena,Inter,1,2,loss,0,3
,,Fiorentina,Chievo,1,0,win,3,0
,,Torino,Milan,0,1,loss,0,3
,,Ascoli,Reggina,2,3,loss,0,3
,,Inter,Empoli,3,1,win,3,0
,,Livorno,Palermo,1,2,loss,0,3
,,Messina,Atalanta,0,0,draw,1,1
,,Parma,Cagliari,2,1,win,3,0
,,Roma,Lazio,0,0,draw,1,1
,,Siena,Sampdoria,0,2,loss,0,3
,,Udinese,Catania,0,1,loss,0,3
,,Catania,Ascoli,3,3,draw,1,1
,,Atalanta,Siena,3,1,win,3,0
,,Cagliari,Udinese,2,1,win,3,0
,,Chievo,Parma,1,0,win,3,0
,,Empoli,Catania,2,1,win,3,0
,,Lazio,Livorno,1,0,win,3,0
,,Messina,Inter,0,1,loss,0,3
,,Milan,Fiorentina,0,0,draw,1,1
,,Palermo,Roma,1,2,loss,0,3
,,Sampdoria,Reggina,0,0,draw,1,1
,,Torino,Ascoli,1,0,win,3,0
,,Ascoli,Palermo,3,2,win,3,0
,,Catania,Milan,1,1,draw,1,1
,,Fiorentina,Cagliari,1,0,win,3,0
,,Inter,Lazio,4,3,win,3,0
,,Livorno,Sampdoria,1,0,win,3,0
,,Parma,Messina,4,1,win,3,0
,,Reggina,Chievo,1,1,draw,1,1
,,Roma,Torino,0,1,loss,0,3
,,Siena,Empoli,2,0,win,3,0
,,Udinese,Atalanta,2,3,loss,0,3
,,Milan,Udinese,2,3,loss,0,3
,,Atalanta,Inter,1,1,draw,1,1
,,Cagliari,Roma,3,2,win,3,0
,,Chievo,Ascoli,1,0,win,3,0
,,Empoli,Reggina,3,3,draw,1,1
,,Lazio,Parma,0,0,draw,1,1
,,Messina,Fiorentina,2,2,draw,1,1
,,Palermo,Siena,2,1,win,3,0
,,Sampdoria,Catania,1,0,win,3,0
,,Torino,Livorno,0,0,draw,1,1
,,Ascoli,Cagliari,2,1,win,3,0
,,Catania,Chievo,2,0,win,3,0
,,Fiorentina,Sampdoria,5,1,win,3,0
,,Inter,Torino,3,0,win,3,0
,,Livorno,Atalanta,4,2,win,3,0
,,Parma,Empoli,3,1,win,3,0
,,Reggina,Milan,2,0,win,3,0
,,Roma,Messina,4,3,win,3,0
,,Siena,Lazio,2,1,win,3,0
,,Udinese,Palermo,1,2,loss,0,3
,,Fiorentina,Sampdoria,2,1,win,3,0
,,Livorno,Lecce,2,1,win,3,0
,,Ascoli,Milan,1,1,draw,1,1
,,Inter,Treviso,3,0,win,3,0
,,Juventus,Chievo,1,0,win,3,0
,,Lazio,Messina,1,0,win,3,0
,,Parma,Palermo,1,1,draw,1,1
,,Reggina,Roma,0,3,loss,0,3
,,Siena,Cagliari,2,1,win,3,0
,,Udinese,Empoli,1,0,win,3,0
,,Milan,Siena,3,1,win,3,0
,,Palermo,Inter,3,2,win,3,0
,,Cagliari,Lazio,1,1,draw,1,1
,,Chievo,Parma,1,0,win,3,0
,,Empoli,Juventus,0,4,loss,0,3
,,Lecce,Ascoli,0,0,draw,1,1
,,Messina,Fiorentina,2,2,draw,1,1
,,Roma,Udinese,0,1,loss,0,3
,,Sampdoria,Reggina,3,2,win,3,0
,,Treviso,Livorno,0,1,loss,0,3
,,Inter,Lecce,3,0,win,3,0
,,Parma,Empoli,1,0,win,3,0
,,Cagliari,Messina,1,1,draw,1,1
,,Fiorentina,Udinese,4,2,win,3,0
,,Juventus,Ascoli,2,1,win,3,0
,,Lazio,Treviso,3,1,win,3,0
,,Livorno,Roma,0,0,draw,1,1
,,Reggina,Chievo,1,3,loss,0,3
,,Sampdoria,Milan,2,1,win,3,0
,,Siena,Palermo,1,2,loss,0,3
,,Ascoli,Siena,1,1,draw,1,1
,,Chievo,Inter,0,1,loss,0,3
,,Empoli,Cagliari,3,1,win,3,0
,,Lecce,Fiorentina,1,3,loss,0,3
,,Messina,Livorno,0,0,draw,1,1
,,Milan,Lazio,2,0,win,3,0
,,Palermo,Reggina,1,0,win,3,0
,,Roma,Parma,4,1,win,3,0
,,Treviso,Sampdoria,0,2,loss,0,3
,,Udinese,Juventus,0,1,loss,0,3
,,Parma,Juventus,1,2,loss,0,3
,,Reggina,Udinese,2,0,win,3,0
,,Cagliari,Roma,0,0,draw,1,1
,,Empoli,Lecce,1,0,win,3,0
,,Inter,Fiorentina,1,0,win,3,0
,,Lazio,Palermo,4,2,win,3,0
,,Livorno,Ascoli,2,0,win,3,0
,,Sampdoria,Chievo,1,2,loss,0,3
,,Siena,Messina,4,2,win,3,0
,,Treviso,Milan,0,2,loss,0,3
,,Chievo,Treviso,0,0,draw,1,1
,,Udinese,Lazio,3,0,win,3,0
,,Ascoli,Parma,3,1,win,3,0
,,Fiorentina,Livorno,3,2,win,3,0
,,Juventus,Inter,2,0,win,3,0
,,Lecce,Cagliari,3,0,win,3,0
,,Messina,Sampdoria,1,4,loss,0,3
,,Milan,Reggina,2,1,win,3,0
,,Palermo,Empoli,2,2,draw,1,1
,,Roma,Siena,2,3,loss,0,3
,,Juventus,Messina,1,0,win,3,0
,,Siena,Udinese,2,3,loss,0,3
,,Ascoli,Sampdoria,2,1,win,3,0
,,Cagliari,Milan,0,2,loss,0,3
,,Empoli,Roma,1,0,win,3,0
,,Inter,Livorno,5,0,win,3,0
