season,date,home_team,away_team,hometeamgoals,awayteamgoals,hometeamresult,home_team_points,away_team_points
2018/2019,2019-05-26,Fiorentina,Genoa,0,0,draw,1,1
2018/2019,2019-05-26,Inter,Empoli,2,1,win,3,0
2018/2019,2019-05-26,Roma,Parma,2,1,win,3,0
2018/2019,2019-05-26,Sampdoria,Juventus,2,0,win,3,0
2018/2019,2019-05-26,Spal,Milan,2,3,loss,0,3
2018/2019,2019-05-26,Torino,Lazio,3,1,win,3,0
2018/2019,2019-05-25,Bologna,Napoli,3,2,win,3,0
2018/2019,2019-05-25,Frosinone,Chievo,0,0,draw,1,1
2018/2019,2019-05-20,Lazio,Bologna,3,3,draw,1,1
2018/2019,2019-05-19,Chievo,Sampdoria,0,0,draw,1,1
2018/2019,2019-05-19,Empoli,Torino,4,1,win,3,0
2018/2019,2019-05-19,Juventus,Atalanta,1,1,draw,1,1
2018/2019,2019-05-19,Milan,Frosinone,2,0,win,3,0
2018/2019,2019-05-19,Napoli,Inter,4,1,win,3,0
2018/2019,2019-05-19,Parma,Fiorentina,1,0,win,3,0
2018/2019,2019-05-18,Genoa,Cagliari,1,1,draw,1,1
2018/2019,2019-05-18,Sassuolo,Roma,0,0,draw,1,1
2018/2019,2019-05-18,Udinese,Spal,3,2,win,3,0
2018/2019,2019-05-13,Bologna,Parma,4,1,win,3,0
2018/2019,2019-05-13,Inter,Chievo,2,0,win,3,0
2018/2019,2019-05-12,Frosinone,Udinese,1,3,loss,0,3
2018/2019,2019-05-12,Roma,Juventus,2,0,win,3,0
2018/2019,2019-05-12,Sampdoria,Empoli,1,2,loss,0,3
2018/2019,2019-05-12,Spal,Napoli,1,2,loss,0,3
2018/2019,2019-05-12,Torino,Sassuolo,3,2,win,3,0
2018/2019,2019-05-11,Atalanta,Genoa,2,1,win,3,0
2018/2019,2019-05-11,Cagliari,Lazio,1,2,loss,0,3
2018/2019,2019-05-11,Fiorentina,Milan,0,1,loss,0,3
2018/2019,2019-05-06,Milan,Bologna,2,1,win,3,0
2018/2019,2019-05-05,Empoli,Fiorentina,1,0,win,3,0
2018/2019,2019-05-05,Genoa,Roma,1,1,draw,1,1
2018/2019,2019-05-05,Lazio,Atalanta,1,3,loss,0,3
2018/2019,2019-05-05,Napoli,Cagliari,2,1,win,3,0
2018/2019,2019-05-05,Parma,Sampdoria,3,3,draw,1,1
2018/2019,2019-05-05,Sassuolo,Frosinone,2,2,draw,1,1
2018/2019,2019-05-04,Chievo,Spal,0,4,loss,0,3
2018/2019,2019-05-04,Udinese,Inter,0,0,draw,1,1
2018/2019,2019-05-03,Juventus,Torino,1,1,draw,1,1
2018/2019,2019-04-29,Atalanta,Udinese,2,0,win,3,0
2018/2019,2019-04-29,Fiorentina,Sassuolo,0,1,loss,0,3
2018/2019,2019-04-28,Chievo,Parma,1,1,draw,1,1
2018/2019,2019-04-28,Frosinone,Napoli,0,2,loss,0,3
2018/2019,2019-04-28,Sampdoria,Lazio,1,2,loss,0,3
2018/2019,2019-04-28,Spal,Genoa,1,1,draw,1,1
2018/2019,2019-04-28,Torino,Milan,2,0,win,3,0
2018/2019,2019-04-27,Bologna,Empoli,3,1,win,3,0
2018/2019,2019-04-27,Inter,Juventus,1,1,draw,1,1
2018/2019,2019-04-27,Roma,Cagliari,3,0,win,3,0
2018/2019,2019-04-22,Napoli,Atalanta,1,2,loss,0,3
2018/2019,2019-04-20,Bologna,Sampdoria,3,0,win,3,0
2018/2019,2019-04-20,Cagliari,Frosinone,1,0,win,3,0
2018/2019,2019-04-20,Empoli,Spal,2,4,loss,0,3
2018/2019,2019-04-20,Genoa,Torino,0,1,loss,0,3
2018/2019,2019-04-20,Inter,Roma,1,1,draw,1,1
2018/2019,2019-04-20,Juventus,Fiorentina,2,1,win,3,0
2018/2019,2019-04-20,Lazio,Chievo,1,2,loss,0,3
2018/2019,2019-04-20,Parma,Milan,1,1,draw,1,1
2018/2019,2019-04-20,Udinese,Sassuolo,1,1,draw,1,1
2018/2019,2019-04-17,Lazio,Udinese,2,0,win,3,0
2018/2019,2019-04-15,Atalanta,Empoli,0,0,draw,1,1
2018/2019,2019-04-14,Chievo,Napoli,1,3,loss,0,3
2018/2019,2019-04-14,Fiorentina,Bologna,0,0,draw,1,1
2018/2019,2019-04-14,Frosinone,Inter,1,3,loss,0,3
2018/2019,2019-04-14,Sampdoria,Genoa,2,0,win,3,0
2018/2019,2019-04-14,Sassuolo,Parma,0,0,draw,1,1
2018/2019,2019-04-14,Torino,Cagliari,1,1,draw,1,1
2018/2019,2019-04-13,Milan,Lazio,1,0,win,3,0
2018/2019,2019-04-13,Roma,Udinese,1,0,win,3,0
2018/2019,2019-04-13,Spal,Juventus,2,1,win,3,0
2018/2019,2019-04-08,Bologna,Chievo,3,0,win,3,0
2018/2019,2019-04-07,Cagliari,Spal,2,1,win,3,0
2018/2019,2019-04-07,Fiorentina,Frosinone,0,1,loss,0,3
2018/2019,2019-04-07,Inter,Atalanta,0,0,draw,1,1
2018/2019,2019-04-07,Lazio,Sassuolo,2,2,draw,1,1
2018/2019,2019-04-07,Napoli,Genoa,1,1,draw,1,1
2018/2019,2019-04-07,Udinese,Empoli,3,2,win,3,0
2018/2019,2019-04-06,Juventus,Milan,2,1,win,3,0
2018/2019,2019-04-06,Parma,Torino,0,0,draw,1,1
2018/2019,2019-04-06,Sampdoria,Roma,0,1,loss,0,3
2018/2019,2019-04-04,Atalanta,Bologna,4,1,win,3,0
2018/2019,2019-04-04,Sassuolo,Chievo,4,0,win,3,0
2018/2019,2019-04-03,Empoli,Napoli,2,1,win,3,0
2018/2019,2019-04-03,Frosinone,Parma,3,2,win,3,0
2018/2019,2019-04-03,Genoa,Inter,0,4,loss,0,3
2018/2019,2019-04-03,Roma,Fiorentina,2,2,draw,1,1
2018/2019,2019-04-03,Spal,Lazio,1,0,win,3,0
2018/2019,2019-04-03,Torino,Sampdoria,2,1,win,3,0
2018/2019,2019-04-02,Cagliari,Juventus,0,2,loss,0,3
2018/2019,2019-04-02,Milan,Udinese,1,1,draw,1,1
2018/2019,2019-03-31,Bologna,Sassuolo,2,1,win,3,0
2018/2019,2019-03-31,Fiorentina,Torino,1,1,draw,1,1
2018/2019,2019-03-31,Frosinone,Spal,0,1,loss,0,3
2018/2019,2019-03-31,Inter,Lazio,0,1,loss,0,3
2018/2019,2019-03-31,Parma,Atalanta,1,3,loss,0,3
2018/2019,2019-03-31,Roma,Napoli,1,4,loss,0,3
2018/2019,2019-03-30,Juventus,Empoli,1,0,win,3,0
2018/2019,2019-03-30,Sampdoria,Milan,1,0,win,3,0
2018/2019,2019-03-30,Udinese,Genoa,2,0,win,3,0
2018/2019,2019-03-29,Chievo,Cagliari,0,3,loss,0,3
2018/2019,2019-03-17,Atalanta,Chievo,1,1,draw,1,1
2018/2019,2019-03-17,Empoli,Frosinone,2,1,win,3,0
2018/2019,2019-03-17,Genoa,Juventus,2,0,win,3,0
2018/2019,2019-03-17,Lazio,Parma,4,1,win,3,0
2018/2019,2019-03-17,Milan,Inter,2,3,loss,0,3
2018/2019,2019-03-17,Napoli,Udinese,4,2,win,3,0
2018/2019,2019-03-16,Sassuolo,Sampdoria,3,5,loss,0,3
2018/2019,2019-03-16,Spal,Roma,2,1,win,3,0
2018/2019,2019-03-16,Torino,Bologna,2,3,loss,0,3
2018/2019,2019-03-15,Cagliari,Fiorentina,2,1,win,3,0
2018/2019,2019-03-11,Roma,Empoli,2,1,win,3,0
2018/2019,2019-03-10,Bologna,Cagliari,2,0,win,3,0
2018/2019,2019-03-10,Fiorentina,Lazio,1,1,draw,1,1
2018/2019,2019-03-10,Frosinone,Torino,1,2,loss,0,3
2018/2019,2019-03-10,Inter,Spal,2,0,win,3,0
2018/2019,2019-03-10,Sampdoria,Atalanta,1,2,loss,0,3
2018/2019,2019-03-10,Sassuolo,Napoli,1,1,draw,1,1
2018/2019,2019-03-09,Chievo,Milan,1,2,loss,0,3
2018/2019,2019-03-09,Parma,Genoa,1,0,win,3,0
2018/2019,2019-03-08,Juventus,Udinese,4,1,win,3,0
2018/2019,2019-03-03,Atalanta,Fiorentina,3,1,win,3,0
2018/2019,2019-03-03,Genoa,Frosinone,0,0,draw,1,1
2018/2019,2019-03-03,Napoli,Juventus,1,2,loss,0,3
2018/2019,2019-03-03,Spal,Sampdoria,1,2,loss,0,3
2018/2019,2019-03-03,Torino,Chievo,3,0,win,3,0
2018/2019,2019-03-03,Udinese,Bologna,2,1,win,3,0
2018/2019,2019-03-02,Empoli,Parma,3,3,draw,1,1
2018/2019,2019-03-02,Lazio,Roma,3,0,win,3,0
2018/2019,2019-03-02,Milan,Sassuolo,1,0,win,3,0
2018/2019,2019-03-01,Cagliari,Inter,2,1,win,3,0
2018/2019,2019-02-24,Bologna,Juventus,0,1,loss,0,3
2018/2019,2019-02-24,Chievo,Genoa,0,0,draw,1,1
2018/2019,2019-02-24,Fiorentina,Inter,3,3,draw,1,1
2018/2019,2019-02-24,Parma,Napoli,0,4,loss,0,3
2018/2019,2019-02-24,Sampdoria,Cagliari,1,0,win,3,0
2018/2019,2019-02-24,Sassuolo,Spal,1,1,draw,1,1
2018/2019,2019-02-23,Frosinone,Roma,2,3,loss,0,3
2018/2019,2019-02-23,Torino,Atalanta,2,0,win,3,0
2018/2019,2019-02-22,Milan,Empoli,3,0,win,3,0
2018/2019,2019-02-18,Roma,Bologna,2,1,win,3,0
2018/2019,2019-02-17,Empoli,Sassuolo,3,0,win,3,0
2018/2019,2019-02-17,Genoa,Lazio,2,1,win,3,0
2018/2019,2019-02-17,Inter,Sampdoria,2,1,win,3,0
2018/2019,2019-02-17,Napoli,Torino,0,0,draw,1,1
2018/2019,2019-02-17,Spal,Fiorentina,1,4,loss,0,3
2018/2019,2019-02-17,Udinese,Chievo,1,0,win,3,0
2018/2019,2019-02-16,Atalanta,Milan,1,3,loss,0,3
2018/2019,2019-02-16,Cagliari,Parma,2,1,win,3,0
2018/2019,2019-02-15,Juventus,Frosinone,3,0,win,3,0
2018/2019,2019-02-10,Atalanta,Spal,2,1,win,3,0
2018/2019,2019-02-10,Bologna,Genoa,1,1,draw,1,1
2018/2019,2019-02-10,Milan,Cagliari,3,0,win,3,0
2018/2019,2019-02-10,Sampdoria,Frosinone,0,1,loss,0,3
2018/2019,2019-02-10,Sassuolo,Juventus,0,3,loss,0,3
2018/2019,2019-02-10,Torino,Udinese,1,0,win,3,0
2018/2019,2019-02-09,Fiorentina,Napoli,0,0,draw,1,1
2018/2019,2019-02-09,Parma,Inter,0,1,loss,0,3
2018/2019,2019-02-08,Chievo,Roma,0,3,loss,0,3
2018/2019,2019-02-07,Lazio,Empoli,1,0,win,3,0
2018/2019,2019-02-04,Cagliari,Atalanta,0,1,loss,0,3
2018/2019,2019-02-04,Frosinone,Lazio,0,1,loss,0,3
2018/2019,2019-02-03,Genoa,Sassuolo,1,1,draw,1,1
2018/2019,2019-02-03,Inter,Bologna,0,1,loss,0,3
2018/2019,2019-02-03,Roma,Milan,1,1,draw,1,1
2018/2019,2019-02-03,Spal,Torino,0,0,draw,1,1
2018/2019,2019-02-03,Udinese,Fiorentina,1,1,draw,1,1
2018/2019,2019-02-02,Empoli,Chievo,2,2,draw,1,1
2018/2019,2019-02-02,Juventus,Parma,3,3,draw,1,1
2018/2019,2019-02-02,Napoli,Sampdoria,3,0,win,3,0
2018/2019,2019-01-28,Empoli,Genoa,1,3,loss,0,3
2018/2019,2019-01-27,Atalanta,Roma,3,3,draw,1,1
2018/2019,2019-01-27,Bologna,Frosinone,0,4,loss,0,3
2018/2019,2019-01-27,Chievo,Fiorentina,3,4,loss,0,3
2018/2019,2019-01-27,Lazio,Juventus,1,2,loss,0,3
2018/2019,2019-01-27,Parma,Spal,2,3,loss,0,3
2018/2019,2019-01-27,Torino,Inter,1,0,win,3,0
2018/2019,2019-01-26,Milan,Napoli,0,0,draw,1,1
2018/2019,2019-01-26,Sampdoria,Udinese,4,0,win,3,0
2018/2019,2019-01-26,Sassuolo,Cagliari,3,0,win,3,0
2018/2019,2019-01-21,Genoa,Milan,0,2,loss,0,3
2018/2019,2019-01-21,Juventus,Chievo,3,0,win,3,0
2018/2019,2019-01-20,Cagliari,Empoli,2,2,draw,1,1
2018/2019,2019-01-20,Fiorentina,Sampdoria,3,3,draw,1,1
2018/2019,2019-01-20,Frosinone,Atalanta,0,5,loss,0,3
2018/2019,2019-01-20,Napoli,Lazio,2,1,win,3,0
2018/2019,2019-01-20,Spal,Bologna,1,1,draw,1,1
2018/2019,2019-01-19,Inter,Sassuolo,0,0,draw,1,1
2018/2019,2019-01-19,Roma,Torino,3,2,win,3,0
2018/2019,2019-01-19,Udinese,Parma,1,2,loss,0,3
2018/2019,2018-12-29,Chievo,Frosinone,1,0,win,3,0
2018/2019,2018-12-29,Empoli,Inter,0,1,loss,0,3
2018/2019,2018-12-29,Genoa,Fiorentina,0,0,draw,1,1
2018/2019,2018-12-29,Juventus,Sampdoria,2,1,win,3,0
2018/2019,2018-12-29,Lazio,Torino,1,1,draw,1,1
2018/2019,2018-12-29,Milan,Spal,2,1,win,3,0
2018/2019,2018-12-29,Napoli,Bologna,3,2,win,3,0
2018/2019,2018-12-29,Parma,Roma,0,2,loss,0,3
2018/2019,2018-12-29,Sassuolo,Atalanta,2,6,loss,0,3
2018/2019,2018-12-29,Udinese,Cagliari,2,0,win,3,0
2018/2019,2018-12-26,Atalanta,Juventus,2,2,draw,1,1
2018/2019,2018-12-26,Bologna,Lazio,0,2,loss,0,3
2018/2019,2018-12-26,Cagliari,Genoa,1,0,win,3,0
2018/2019,2018-12-26,Fiorentina,Parma,0,1,loss,0,3
2018/2019,2018-12-26,Frosinone,Milan,0,0,draw,1,1
2018/2019,2018-12-26,Inter,Napoli,1,0,win,3,0
2018/2019,2018-12-26,Roma,Sassuolo,3,1,win,3,0
2018/2019,2018-12-26,Sampdoria,Chievo,2,0,win,3,0
2018/2019,2018-12-26,Spal,Udinese,0,0,draw,1,1
2018/2019,2018-12-26,Torino,Empoli,3,0,win,3,0
2018/2019,2018-12-22,Chievo,Inter,1,1,draw,1,1
2018/2019,2018-12-22,Empoli,Sampdoria,2,4,loss,0,3
2018/2019,2018-12-22,Genoa,Atalanta,3,1,win,3,0
2018/2019,2018-12-22,Juventus,Roma,1,0,win,3,0
2018/2019,2018-12-22,Lazio,Cagliari,3,1,win,3,0
2018/2019,2018-12-22,Milan,Fiorentina,0,1,loss,0,3
2018/2019,2018-12-22,Napoli,Spal,1,0,win,3,0
2018/2019,2018-12-22,Parma,Bologna,0,0,draw,1,1
2018/2019,2018-12-22,Sassuolo,Torino,1,1,draw,1,1
2018/2019,2018-12-22,Udinese,Frosinone,1,1,draw,1,1
2018/2019,2018-12-18,Bologna,Milan,0,0,draw,1,1
2018/2019,2018-12-17,Atalanta,Lazio,1,0,win,3,0
2018/2019,2018-12-16,Cagliari,Napoli,0,1,loss,0,3
2018/2019,2018-12-16,Fiorentina,Empoli,3,1,win,3,0
2018/2019,2018-12-16,Frosinone,Sassuolo,0,2,loss,0,3
2018/2019,2018-12-16,Roma,Genoa,3,2,win,3,0
2018/2019,2018-12-16,Sampdoria,Parma,2,0,win,3,0
2018/2019,2018-12-16,Spal,Chievo,0,0,draw,1,1
2018/2019,2018-12-15,Inter,Udinese,1,0,win,3,0
2018/2019,2018-12-15,Torino,Juventus,0,1,loss,0,3
2018/2019,2018-12-09,Empoli,Bologna,2,1,win,3,0
2018/2019,2018-12-09,Genoa,Spal,1,1,draw,1,1
2018/2019,2018-12-09,Milan,Torino,0,0,draw,1,1
2018/2019,2018-12-09,Parma,Chievo,1,1,draw,1,1
2018/2019,2018-12-09,Sassuolo,Fiorentina,3,3,draw,1,1
2018/2019,2018-12-09,Udinese,Atalanta,1,3,loss,0,3
2018/2019,2018-12-08,Cagliari,Roma,2,2,draw,1,1
2018/2019,2018-12-08,Lazio,Sampdoria,2,2,draw,1,1
2018/2019,2018-12-08,Napoli,Frosinone,4,0,win,3,0
2018/2019,2018-12-07,Juventus,Inter,1,0,win,3,0
2018/2019,2018-12-03,Atalanta,Napoli,1,2,loss,0,3
2018/2019,2018-12-02,Chievo,Lazio,1,1,draw,1,1
2018/2019,2018-12-02,Frosinone,Cagliari,1,1,draw,1,1
2018/2019,2018-12-02,Milan,Parma,2,1,win,3,0
2018/2019,2018-12-02,Roma,Inter,2,2,draw,1,1
2018/2019,2018-12-02,Sassuolo,Udinese,0,0,draw,1,1
2018/2019,2018-12-02,Torino,Genoa,2,1,win,3,0
2018/2019,2018-12-01,Fiorentina,Juventus,0,3,loss,0,3
2018/2019,2018-12-01,Sampdoria,Bologna,4,1,win,3,0
2018/2019,2018-12-01,Spal,Empoli,2,2,draw,1,1
2018/2019,2018-11-26,Cagliari,Torino,0,0,draw,1,1
2018/2019,2018-11-25,Bologna,Fiorentina,0,0,draw,1,1
2018/2019,2018-11-25,Empoli,Atalanta,3,2,win,3,0
2018/2019,2018-11-25,Genoa,Sampdoria,1,1,draw,1,1
2018/2019,2018-11-25,Lazio,Milan,1,1,draw,1,1
2018/2019,2018-11-25,Napoli,Chievo,0,0,draw,1,1
2018/2019,2018-11-25,Parma,Sassuolo,2,1,win,3,0
2018/2019,2018-11-24,Inter,Frosinone,3,0,win,3,0
2018/2019,2018-11-24,Juventus,Spal,2,0,win,3,0
2018/2019,2018-11-24,Udinese,Roma,1,0,win,3,0
2018/2019,2018-11-11,Atalanta,Inter,4,1,win,3,0
2018/2019,2018-11-11,Chievo,Bologna,2,2,draw,1,1
2018/2019,2018-11-11,Empoli,Udinese,2,1,win,3,0
2018/2019,2018-11-11,Milan,Juventus,0,2,loss,0,3
2018/2019,2018-11-11,Roma,Sampdoria,4,1,win,3,0
2018/2019,2018-11-11,Sassuolo,Lazio,1,1,draw,1,1
2018/2019,2018-11-10,Genoa,Napoli,1,2,loss,0,3
2018/2019,2018-11-10,Spal,Cagliari,2,2,draw,1,1
2018/2019,2018-11-10,Torino,Parma,1,2,loss,0,3
2018/2019,2018-11-09,Frosinone,Fiorentina,1,1,draw,1,1
2018/2019,2018-11-04,Bologna,Atalanta,1,2,loss,0,3
2018/2019,2018-11-04,Chievo,Sassuolo,0,2,loss,0,3
2018/2019,2018-11-04,Lazio,Spal,4,1,win,3,0
2018/2019,2018-11-04,Parma,Frosinone,0,0,draw,1,1
2018/2019,2018-11-04,Sampdoria,Torino,1,4,loss,0,3
2018/2019,2018-11-04,Udinese,Milan,0,1,loss,0,3
2018/2019,2018-11-03,Fiorentina,Roma,1,1,draw,1,1
2018/2019,2018-11-03,Inter,Genoa,5,0,win,3,0
2018/2019,2018-11-03,Juventus,Cagliari,3,1,win,3,0
2018/2019,2018-11-02,Napoli,Empoli,5,1,win,3,0
2018/2019,2018-10-31,Milan,Genoa,2,1,win,3,0
2018/2019,2018-10-29,Lazio,Inter,0,3,loss,0,3
2018/2019,2018-10-28,Cagliari,Chievo,2,1,win,3,0
2018/2019,2018-10-28,Genoa,Udinese,2,2,draw,1,1
2018/2019,2018-10-28,Milan,Sampdoria,3,2,win,3,0
2018/2019,2018-10-28,Napoli,Roma,1,1,draw,1,1
2018/2019,2018-10-28,Sassuolo,Bologna,2,2,draw,1,1
2018/2019,2018-10-28,Spal,Frosinone,0,3,loss,0,3
2018/2019,2018-10-27,Atalanta,Parma,3,0,win,3,0
2018/2019,2018-10-27,Empoli,Juventus,1,2,loss,0,3
2018/2019,2018-10-27,Torino,Fiorentina,1,1,draw,1,1
2018/2019,2018-10-22,Sampdoria,Sassuolo,0,0,draw,1,1
2018/2019,2018-10-21,Bologna,Torino,2,2,draw,1,1
2018/2019,2018-10-21,Chievo,Atalanta,1,5,loss,0,3
2018/2019,2018-10-21,Fiorentina,Cagliari,1,1,draw,1,1
2018/2019,2018-10-21,Frosinone,Empoli,3,3,draw,1,1
2018/2019,2018-10-21,Inter,Milan,1,0,win,3,0
2018/2019,2018-10-21,Parma,Lazio,0,2,loss,0,3
2018/2019,2018-10-20,Juventus,Genoa,1,1,draw,1,1
2018/2019,2018-10-20,Roma,Spal,0,2,loss,0,3
2018/2019,2018-10-20,Udinese,Napoli,0,3,loss,0,3
2018/2019,2018-10-07,Atalanta,Sampdoria,0,1,loss,0,3
2018/2019,2018-10-07,Genoa,Parma,1,3,loss,0,3
2018/2019,2018-10-07,Lazio,Fiorentina,1,0,win,3,0
2018/2019,2018-10-07,Milan,Chievo,3,1,win,3,0
2018/2019,2018-10-07,Napoli,Sassuolo,2,0,win,3,0
2018/2019,2018-10-07,Spal,Inter,1,2,loss,0,3
2018/2019,2018-10-06,Cagliari,Bologna,2,0,win,3,0
2018/2019,2018-10-06,Empoli,Roma,0,2,loss,0,3
2018/2019,2018-10-06,Udinese,Juventus,0,2,loss,0,3
2018/2019,2018-10-05,Torino,Frosinone,3,2,win,3,0
2018/2019,2018-10-01,Sampdoria,Spal,2,1,win,3,0
2018/2019,2018-09-30,Bologna,Udinese,2,1,win,3,0
2018/2019,2018-09-30,Chievo,Torino,0,1,loss,0,3
2018/2019,2018-09-30,Fiorentina,Atalanta,2,0,win,3,0
2018/2019,2018-09-30,Frosinone,Genoa,1,2,loss,0,3
2018/2019,2018-09-30,Parma,Empoli,1,0,win,3,0
2018/2019,2018-09-30,Sassuolo,Milan,1,4,loss,0,3
2018/2019,2018-09-29,Inter,Cagliari,2,0,win,3,0
2018/2019,2018-09-29,Juventus,Napoli,3,1,win,3,0
2018/2019,2018-09-29,Roma,Lazio,3,1,win,3,0
2018/2019,2018-09-27,Empoli,Milan,1,1,draw,1,1
2018/2019,2018-09-27,Spal,Sassuolo,0,2,loss,0,3
2018/2019,2018-09-26,Atalanta,Torino,0,0,draw,1,1
2018/2019,2018-09-26,Cagliari,Sampdoria,0,0,draw,1,1
2018/2019,2018-09-26,Genoa,Chievo,2,0,win,3,0
2018/2019,2018-09-26,Juventus,Bologna,2,0,win,3,0
2018/2019,2018-09-26,Napoli,Parma,3,0,win,3,0
2018/2019,2018-09-26,Roma,Frosinone,4,0,win,3,0
2018/2019,2018-09-26,Udinese,Lazio,1,2,loss,0,3
2018/2019,2018-09-25,Inter,Fiorentina,2,1,win,3,0
2018/2019,2018-09-23,Bologna,Roma,2,0,win,3,0
2018/2019,2018-09-23,Chievo,Udinese,0,2,loss,0,3
2018/2019,2018-09-23,Frosinone,Juventus,0,2,loss,0,3
2018/2019,2018-09-23,Lazio,Genoa,4,1,win,3,0
2018/2019,2018-09-23,Milan,Atalanta,2,2,draw,1,1
2018/2019,2018-09-23,Torino,Napoli,1,3,loss,0,3
2018/2019,2018-09-22,Fiorentina,Spal,3,0,win,3,0
2018/2019,2018-09-22,Parma,Cagliari,2,0,win,3,0
2018/2019,2018-09-22,Sampdoria,Inter,0,1,loss,0,3
2018/2019,2018-09-21,Sassuolo,Empoli,3,1,win,3,0
2018/2019,2018-09-19,Sampdoria,Fiorentina,1,1,draw,1,1
2018/2019,2018-09-17,Spal,Atalanta,2,0,win,3,0
2018/2019,2018-09-16,Cagliari,Milan,1,1,draw,1,1
2018/2019,2018-09-16,Empoli,Lazio,0,1,loss,0,3
2018/2019,2018-09-16,Genoa,Bologna,1,0,win,3,0
2018/2019,2018-09-16,Juventus,Sassuolo,2,1,win,3,0
2018/2019,2018-09-16,Roma,Chievo,2,2,draw,1,1
2018/2019,2018-09-16,Udinese,Torino,1,1,draw,1,1
2018/2019,2018-09-15,Frosinone,Sampdoria,0,5,loss,0,3
2018/2019,2018-09-15,Inter,Parma,0,1,loss,0,3
2018/2019,2018-09-15,Napoli,Fiorentina,1,0,win,3,0
2018/2019,2018-09-02,Atalanta,Cagliari,0,1,loss,0,3
2018/2019,2018-09-02,Chievo,Empoli,0,0,draw,1,1
2018/2019,2018-09-02,Fiorentina,Udinese,1,0,win,3,0
2018/2019,2018-09-02,Lazio,Frosinone,1,0,win,3,0
2018/2019,2018-09-02,Sampdoria,Napoli,3,0,win,3,0
2018/2019,2018-09-02,Sassuolo,Genoa,5,3,win,3,0
2018/2019,2018-09-02,Torino,Spal,1,0,win,3,0
2018/2019,2018-09-01,Bologna,Inter,0,3,loss,0,3
2018/2019,2018-09-01,Parma,Juventus,1,2,loss,0,3
2018/2019,2018-08-31,Milan,Roma,2,1,win,3,0
2018/2019,2018-08-27,Roma,Atalanta,3,3,draw,1,1
2018/2019,2018-08-26,Cagliari,Sassuolo,2,2,draw,1,1
2018/2019,2018-08-26,Fiorentina,Chievo,6,1,win,3,0
2018/2019,2018-08-26,Frosinone,Bologna,0,0,draw,1,1
2018/2019,2018-08-26,Genoa,Empoli,2,1,win,3,0
2018/2019,2018-08-26,Inter,Torino,2,2,draw,1,1
2018/2019,2018-08-26,Spal,Parma,1,0,win,3,0
2018/2019,2018-08-26,Udinese,Sampdoria,1,0,win,3,0
2018/2019,2018-08-25,Juventus,Lazio,2,0,win,3,0
2018/2019,2018-08-25,Napoli,Milan,3,2,win,3,0
2018/2019,2018-08-20,Atalanta,Frosinone,4,0,win,3,0
2018/2019,2018-08-19,Bologna,Spal,0,1,loss,0,3
2018/2019,2018-08-19,Empoli,Cagliari,2,0,win,3,0
2018/2019,2018-08-19,Parma,Udinese,2,2,draw,1,1
2018/2019,2018-08-19,Sassuolo,Inter,1,0,win,3,0
2018/2019,2018-08-19,Torino,Roma,0,1,loss,0,3
2018/2019,2018-08-18,Chievo,Juventus,2,3,loss,0,3
2018/2019,2018-08-18,Lazio,Napoli,1,2,loss,0,3
,,Juventus,Cagliari,3,0,win,3,0
,,Verona,Napoli,1,3,loss,0,3
,,Atalanta,Roma,0,1,loss,0,3
,,Bologna,Torino,1,1,draw,1,1
,,Crotone,Milan,0,3,loss,0,3
,,Inter,Fiorentina,3,0,win,3,0
,,Lazio,Spal,0,0,draw,1,1
,,Sampdoria,Benevento,2,1,win,3,0
,,Sassuolo,Genoa,0,0,draw,1,1
,,Udinese,Chievo,1,2,loss,0,3
,,Benevento,Bologna,0,1,loss,0,3
,,Genoa,Juventus,2,4,loss,0,3
,,Roma,Inter,1,3,loss,0,3
,,Chievo,Lazio,1,2,loss,0,3
,,Crotone,Verona,0,0,draw,1,1
,,Fiorentina,Sampdoria,1,2,loss,0,3
,,Milan,Cagliari,2,1,win,3,0
,,Napoli,Atalanta,3,1,win,3,0
,,Spal,Udinese,3,2,win,3,0
,,Torino,Sassuolo,3,0,win,3,0
,,Juventus,Chievo,3,0,win,3,0
,,Atalanta,Sassuolo,2,1,win,3,0
,,Benevento,Torino,0,1,loss,0,3
,,Bologna,Napoli,0,3,loss,0,3
,,Cagliari,Crotone,1,0,win,3,0
,,Inter,Spal,2,0,win,3,0
,,Lazio,Milan,4,1,win,3,0
,,Udinese,Genoa,1,0,win,3,0
,,Verona,Fiorentina,0,5,loss,0,3
,,Crotone,Inter,0,2,loss,0,3
,,Fiorentina,Bologna,2,1,win,3,0
,,Roma,Verona,3,0,win,3,0
,,Chievo,Atalanta,1,1,draw,1,1
,,Genoa,Lazio,2,3,loss,0,3
,,Milan,Udinese,2,1,win,3,0
,,Napoli,Benevento,6,0,win,3,0
,,Sassuolo,Juventus,1,3,loss,0,3
,,Spal,Cagliari,0,2,loss,0,3
,,Torino,Sampdoria,2,2,draw,1,1
,,Bologna,Inter,1,1,draw,1,1
,,Atalanta,Crotone,5,1,win,3,0
,,Benevento,Roma,0,4,loss,0,3
,,Cagliari,Sassuolo,0,1,loss,0,3
,,Genoa,Chievo,1,1,draw,1,1
,,Juventus,Fiorentina,1,0,win,3,0
,,Lazio,Napoli,1,4,loss,0,3
,,Milan,Spal,2,0,win,3,0
,,Udinese,Torino,2,3,loss,0,3
,,Verona,Sampdoria,0,0,draw,1,1
,,Juventus,Torino,4,0,win,3,0
