season,date,team1,team2,result,score1,score2,home_flag
2022,2022-09-26,WAS,ATL,L,0,8,HOME
2022,2022-09-26,BOS,BAL,L,8,14,HOME
2022,2022-09-26,TOR,NYA,W,3,2,HOME
2022,2022-09-27,CHN,PHI,W,2,1,HOME
2022,2022-09-27,MIL,SLN,L,2,6,HOME
2022,2022-09-27,NYN,MIA,L,4,6,HOME
2022,2022-09-27,PIT,CIN,W,4,1,HOME
2022,2022-09-27,SDN,LAN,W,4,3,HOME
2022,2022-09-27,SFN,COL,W,5,2,HOME
2022,2022-09-27,WAS,ATL,L,2,8,HOME
2022,2022-09-27,ANA,OAK,W,4,3,HOME
2022,2022-09-27,BOS,BAL,W,13,9,HOME
2022,2022-09-27,CLE,TBA,L,5,6,HOME
2022,2022-09-27,DET,KCA,W,4,3,HOME
2022,2022-09-27,HOU,ARI,W,10,2,HOME
2022,2022-09-27,MIN,CHA,W,4,0,HOME
2022,2022-09-27,SEA,TEX,L,0,5,HOME
2022,2022-09-27,TOR,NYA,L,2,5,HOME
2022,2022-09-28,CHN,PHI,W,4,2,HOME
2022,2022-09-28,MIL,SLN,W,5,1,HOME
2022,2022-09-28,NYN,MIA,W,5,4,HOME
2022,2022-09-28,PIT,CIN,W,4,3,HOME
2022,2022-09-28,SDN,LAN,L,0,1,HOME
2022,2022-09-28,SFN,COL,W,6,3,HOME
2022,2022-09-28,WAS,ATL,W,3,2,HOME
2022,2022-09-28,ANA,OAK,W,4,1,HOME
2022,2022-09-28,BOS,BAL,W,3,1,HOME
2022,2022-09-28,CLE,TBA,W,2,1,HOME
2022,2022-09-28,DET,KCA,W,2,1,HOME
2022,2022-09-28,HOU,ARI,L,2,5,HOME
2022,2022-09-28,MIN,CHA,W,8,4,HOME
2022,2022-09-28,SEA,TEX,W,3,1,HOME
2022,2022-09-28,TOR,NYA,L,3,8,HOME
2022,2022-09-29,CHN,PHI,W,2,0,HOME
2022,2022-09-29,MIL,MIA,L,2,4,HOME
2022,2022-09-29,SDN,LAN,L,2,5,HOME
2022,2022-09-29,SFN,COL,W,6,4,HOME
2022,2022-09-29,ANA,OAK,W,4,2,HOME
2022,2022-09-29,BOS,BAL,W,5,3,HOME
2022,2022-09-29,CLE,TBA,W,2,1,HOME
2022,2022-09-29,DET,KCA,W,10,3,HOME
2022,2022-09-29,MIN,CHA,L,3,4,HOME
2022,2022-09-29,SEA,TEX,W,10,9,HOME
2022,2022-09-30,ATL,NYN,W,5,2,HOME
2022,2022-09-30,CHN,CIN,W,6,1,HOME
2022,2022-09-30,LAN,COL,W,10,1,HOME
2022,2022-09-30,MIL,MIA,W,1,0,HOME
2022,2022-09-30,SDN,CHA,L,1,3,HOME
2022,2022-09-30,SFN,ARI,W,10,4,HOME
2022,2022-09-30,SLN,PIT,W,2,1,HOME
2022,2022-09-30,WAS,PHI,L,1,5,HOME
2022,2022-09-30,ANA,TEX,W,4,1,HOME
2022,2022-09-30,CLE,KCA,W,6,3,HOME
2022,2022-09-30,DET,MIN,L,0,7,HOME
2022,2022-09-30,HOU,TBA,L,3,7,HOME
2022,2022-09-30,NYA,BAL,L,1,2,HOME
2022,2022-09-30,SEA,OAK,W,2,1,HOME
2022,2022-09-30,TOR,BOS,W,9,0,HOME
2022,2022-10-01,ATL,NYN,W,4,2,HOME
2022,2022-10-01,CHN,CIN,W,2,1,HOME
2022,2022-10-01,LAN,COL,W,6,4,HOME
2022,2022-10-01,MIL,MIA,L,3,4,HOME
2022,2022-10-01,SDN,CHA,W,5,2,HOME
2022,2022-10-01,SFN,ARI,L,4,8,HOME
2022,2022-10-01,SLN,PIT,W,13,3,HOME
2022,2022-10-01,WAS,PHI,W,13,4,HOME
2022,2022-10-01,WAS,PHI,L,2,8,HOME
2022,2022-10-01,ANA,TEX,W,3,2,HOME
2022,2022-10-01,CLE,KCA,L,1,7,HOME
2022,2022-10-01,DET,MIN,W,3,2,HOME
2022,2022-10-01,HOU,TBA,W,2,1,HOME
2022,2022-10-01,NYA,BAL,W,8,0,HOME
2022,2022-10-01,SEA,OAK,W,5,1,HOME
2022,2022-10-01,TOR,BOS,W,10,0,HOME
2022,2022-10-02,ATL,NYN,W,5,3,HOME
2022,2022-10-02,CHN,CIN,W,8,1,HOME
2022,2022-10-02,LAN,COL,L,1,4,HOME
2022,2022-10-02,MIL,MIA,L,3,4,HOME
2022,2022-10-02,SDN,CHA,L,1,2,HOME
2022,2022-10-02,SFN,ARI,W,4,3,HOME
2022,2022-10-02,SLN,PIT,L,5,7,HOME
2022,2022-10-02,WAS,PHI,L,1,8,HOME
2022,2022-10-02,ANA,TEX,W,8,3,HOME
2022,2022-10-02,CLE,KCA,W,7,5,HOME
2022,2022-10-02,DET,MIN,W,5,2,HOME
2022,2022-10-02,HOU,TBA,W,3,1,HOME
2022,2022-10-02,NYA,BAL,L,1,3,HOME
2022,2022-10-02,SEA,OAK,L,3,10,HOME
2022,2022-10-02,TOR,BOS,W,6,3,HOME
2022,2022-10-03,CIN,CHN,W,3,1,HOME
2022,2022-10-03,LAN,COL,L,1,2,HOME
2022,2022-10-03,MIA,ATL,W,4,0,HOME
2022,2022-10-03,MIL,ARI,W,6,5,HOME
2022,2022-10-03,PIT,SLN,W,3,2,HOME
2022,2022-10-03,SDN,SFN,W,7,4,HOME
2022,2022-10-03,BAL,TOR,L,1,5,HOME
2022,2022-10-03,BOS,TBA,W,4,3,HOME
2022,2022-10-03,CHA,MIN,W,3,2,HOME
2022,2022-10-03,CLE,KCA,L,2,5,HOME
2022,2022-10-03,HOU,PHI,L,0,3,HOME
2022,2022-10-03,OAK,ANA,W,5,4,HOME
2022,2022-10-03,SEA,DET,L,3,4,HOME
2022,2022-10-03,TEX,NYA,L,1,3,HOME
2022,2022-10-04,CIN,CHN,W,3,2,HOME
2022,2022-10-04,LAN,COL,L,2,5,HOME
2022,2022-10-04,MIA,ATL,L,1,2,HOME
2022,2022-10-04,MIL,ARI,W,3,0,HOME
2022,2022-10-04,NYN,WAS,W,4,2,HOME
2022,2022-10-04,NYN,WAS,W,8,0,HOME
2022,2022-10-04,PIT,SLN,L,7,8,HOME
2022,2022-10-04,SDN,SFN,W,6,2,HOME
2022,2022-10-04,BOS,TBA,W,6,0,HOME
2022,2022-10-04,CHA,MIN,W,8,3,HOME
2022,2022-10-04,CLE,KCA,W,5,3,HOME
2022,2022-10-04,HOU,PHI,W,10,0,HOME
2022,2022-10-04,OAK,ANA,W,2,1,HOME
2022,2022-10-04,SEA,DET,W,7,6,HOME
2022,2022-10-04,SEA,DET,W,9,6,HOME
2022,2022-10-04,TEX,NYA,L,4,5,HOME
2022,2022-10-04,TEX,NYA,W,3,2,HOME
2022,2022-10-05,CIN,CHN,L,2,15,HOME
2022,2022-10-05,LAN,COL,W,6,1,HOME
2022,2022-10-05,MIA,ATL,W,12,9,HOME
2022,2022-10-05,MIL,ARI,L,2,4,HOME
2022,2022-10-05,NYN,WAS,W,9,2,HOME
2022,2022-10-05,PIT,SLN,W,5,3,HOME
2022,2022-10-05,SDN,SFN,L,1,8,HOME
2022,2022-10-05,BAL,TOR,W,5,4,HOME
2022,2022-10-05,BAL,TOR,L,1,5,HOME
2022,2022-10-05,BOS,TBA,W,6,3,HOME
2022,2022-10-05,CHA,MIN,L,1,10,HOME
2022,2022-10-05,CLE,KCA,W,9,2,HOME
2022,2022-10-05,HOU,PHI,W,3,2,HOME
2022,2022-10-05,OAK,ANA,W,3,2,HOME
2022,2022-10-05,SEA,DET,W,5,4,HOME
2022,2022-10-05,TEX,NYA,W,4,2,HOME
2023,2023-03-30,CHN,MIL,W,4,0,HOME
2023,2023-03-30,CIN,PIT,L,4,5,HOME
2023,2023-03-30,LAN,ARI,W,8,2,HOME
2023,2023-03-30,MIA,NYN,L,3,5,HOME
2023,2023-03-30,SDN,COL,L,2,7,HOME
2023,2023-03-30,SLN,TOR,L,9,10,HOME
2023,2023-03-30,WAS,ATL,L,2,7,HOME
2023,2023-03-30,BOS,BAL,L,9,10,HOME
2023,2023-03-30,HOU,CHA,L,2,3,HOME
2023,2023-03-30,KCA,MIN,L,0,2,HOME
2023,2023-03-30,NYA,SFN,W,5,0,HOME
2023,2023-03-30,OAK,ANA,W,2,1,HOME
2023,2023-03-30,SEA,CLE,W,3,0,HOME
2023,2023-03-30,TBA,DET,W,4,0,HOME
2023,2023-03-30,TEX,PHI,W,11,7,HOME
2023,2023-03-31,LAN,ARI,L,1,2,HOME
2023,2023-03-31,MIA,NYN,W,2,1,HOME
2023,2023-03-31,SDN,COL,L,1,4,HOME
2023,2023-03-31,HOU,CHA,W,6,3,HOME
2023,2023-03-31,SEA,CLE,L,4,9,HOME
2023,2023-04-01,CHN,MIL,L,1,3,HOME
2023,2023-04-01,CIN,PIT,W,6,2,HOME
2023,2023-04-01,LAN,ARI,W,10,1,HOME
2023,2023-04-01,MIA,NYN,L,2,6,HOME
2023,2023-04-01,SDN,COL,W,8,4,HOME
2023,2023-04-01,SLN,TOR,W,4,1,HOME
2023,2023-04-01,WAS,ATL,L,1,7,HOME
2023,2023-04-01,BOS,BAL,W,9,8,HOME
2023,2023-04-01,HOU,CHA,W,6,4,HOME
2023,2023-04-01,KCA,MIN,L,0,2,HOME
2023,2023-04-01,NYA,SFN,L,5,7,HOME
2023,2023-04-01,OAK,ANA,L,1,13,HOME
2023,2023-04-01,SEA,CLE,L,0,2,HOME
2023,2023-04-01,TBA,DET,W,12,2,HOME
2023,2023-04-01,TEX,PHI,W,16,3,HOME
2023,2023-04-02,CHN,MIL,L,5,9,HOME
2023,2023-04-02,CIN,PIT,W,3,1,HOME
2023,2023-04-02,LAN,ARI,L,1,2,HOME
2023,2023-04-02,MIA,NYN,L,1,5,HOME
2023,2023-04-02,SDN,COL,W,3,1,HOME
2023,2023-04-02,SLN,TOR,W,9,4,HOME
2023,2023-04-02,WAS,ATL,W,4,1,HOME
2023,2023-04-02,BOS,BAL,W,9,5,HOME
2023,2023-04-02,HOU,CHA,L,3,6,HOME
2023,2023-04-02,KCA,MIN,L,4,7,HOME
2023,2023-04-02,NYA,SFN,W,6,0,HOME
2023,2023-04-02,OAK,ANA,L,0,6,HOME
2023,2023-04-02,SEA,CLE,L,5,6,HOME
2023,2023-04-02,TBA,DET,W,5,1,HOME
2023,2023-04-02,TEX,PHI,W,2,1,HOME
2023,2023-04-03,CIN,CHN,W,7,6,HOME
2023,2023-04-03,LAN,COL,W,13,4,HOME
2023,2023-04-03,MIA,MIN,L,1,11,HOME
2023,2023-04-03,MIL,NYN,W,10,0,HOME
2023,2023-04-03,SDN,ARI,W,5,4,HOME
2023,2023-04-03,SLN,ATL,L,4,8,HOME
2023,2023-04-03,WAS,TBA,L,2,6,HOME
2023,2023-04-03,BOS,PIT,L,6,7,HOME
2023,2023-04-03,CHA,SFN,L,3,12,HOME
2023,2023-04-03,HOU,DET,L,6,7,HOME
2023,2023-04-03,KCA,TOR,W,9,5,HOME
2023,2023-04-03,NYA,PHI,W,8,1,HOME
2023,2023-04-03,OAK,CLE,L,11,12,HOME
2023,2023-04-03,SEA,ANA,L,3,7,HOME
2023,2023-04-03,TEX,BAL,L,0,2,HOME
2023,2023-04-04,CIN,CHN,L,5,12,HOME
2023,2023-04-04,LAN,COL,W,5,2,HOME
2023,2023-04-04,MIA,MIN,W,1,0,HOME
2023,2023-04-04,MIL,NYN,W,9,0,HOME
2023,2023-04-04,SDN,ARI,L,6,8,HOME
2023,2023-04-04,SLN,ATL,L,1,4,HOME
2023,2023-04-04,WAS,TBA,L,6,10,HOME
2023,2023-04-04,BOS,PIT,L,1,4,HOME
2023,2023-04-04,HOU,DET,L,3,6,HOME
2023,2023-04-04,KCA,TOR,L,1,4,HOME
2023,2023-04-04,NYA,PHI,L,1,4,HOME
2023,2023-04-04,OAK,CLE,W,4,3,HOME
2023,2023-04-04,SEA,ANA,W,11,2,HOME
2023,2023-04-04,TEX,BAL,L,2,7,HOME
2023,2023-04-05,MIA,MIN,W,5,2,HOME
2023,2023-04-05,MIL,NYN,W,7,6,HOME
2023,2023-04-05,SLN,ATL,L,2,5,HOME
2023,2023-04-05,WAS,TBA,L,2,7,HOME
2023,2023-04-05,BOS,PIT,L,1,4,HOME
2023,2023-04-05,CHA,SFN,W,7,3,HOME
2023,2023-04-05,HOU,DET,W,8,2,HOME
2023,2023-04-05,KCA,TOR,L,0,3,HOME
2023,2023-04-05,NYA,PHI,W,4,2,HOME
2023,2023-04-05,OAK,CLE,L,4,6,HOME
2023,2023-04-05,SEA,ANA,L,3,4,HOME
2023,2023-04-05,TEX,BAL,W,5,2,HOME
2023,2023-04-06,ARI,LAN,L,2,5,HOME
2023,2023-04-06,ATL,SDN,W,7,6,HOME
2023,2023-04-06,COL,WAS,W,1,0,HOME
2023,2023-04-06,CHA,SFN,L,6,16,HOME
2023,2023-04-06,DET,BOS,L,3,6,HOME
2023,2023-04-06,KCA,TOR,L,3,6,HOME
2023,2023-04-07,ARI,LAN,W,6,3,HOME
2023,2023-04-07,ATL,SDN,L,4,5,HOME
2023,2023-04-07,CHN,TEX,W,2,0,HOME
2023,2023-04-07,COL,WAS,L,5,10,HOME
2023,2023-04-07,MIL,SLN,W,4,0,HOME
2023,2023-04-07,NYN,MIA,W,9,3,HOME
2023,2023-04-07,PHI,CIN,W,5,2,HOME
2023,2023-04-07,PIT,CHA,W,13,9,HOME
2023,2023-04-07,SFN,KCA,L,1,3,HOME
2023,2023-04-07,ANA,TOR,L,3,4,HOME
2023,2023-04-07,BAL,NYA,W,7,6,HOME
2023,2023-04-07,CLE,SEA,L,3,5,HOME
2023,2023-04-07,MIN,HOU,W,3,2,HOME
2023,2023-04-07,TBA,OAK,W,9,5,HOME
2023,2023-04-08,ARI,LAN,W,12,8,HOME
2023,2023-04-08,ATL,SDN,L,1,4,HOME
2023,2023-04-08,CHN,TEX,W,10,3,HOME
2023,2023-04-08,COL,WAS,L,6,7,HOME
2023,2023-04-08,MIL,SLN,L,0,6,HOME
2023,2023-04-08,NYN,MIA,W,5,2,HOME
2023,2023-04-08,PHI,CIN,W,3,2,HOME
2023,2023-04-08,PIT,CHA,L,5,11,HOME
2023,2023-04-08,SFN,KCA,L,5,6,HOME
2023,2023-04-08,ANA,TOR,W,9,5,HOME
2023,2023-04-08,BAL,NYA,L,1,4,HOME
2023,2023-04-08,CLE,SEA,L,2,3,HOME
2023,2023-04-08,DET,BOS,L,5,14,HOME
2023,2023-04-08,MIN,HOU,W,9,6,HOME
2023,2023-04-08,TBA,OAK,W,11,0,HOME
2023,2023-04-09,ARI,LAN,W,11,6,HOME
2023,2023-04-09,ATL,SDN,L,2,10,HOME
2023,2023-04-09,CHN,TEX,L,2,8,HOME
2023,2023-04-09,COL,WAS,W,7,6,HOME
2023,2023-04-09,MIL,SLN,W,6,1,HOME
2023,2023-04-09,NYN,MIA,L,2,7,HOME
2023,2023-04-09,PHI,CIN,L,4,6,HOME
2023,2023-04-09,PIT,CHA,W,1,0,HOME
2023,2023-04-09,SFN,KCA,W,3,1,HOME
2023,2023-04-09,ANA,TOR,L,11,12,HOME
2023,2023-04-09,BAL,NYA,L,3,5,HOME
2023,2023-04-09,CLE,SEA,W,7,6,HOME
2023,2023-04-09,DET,BOS,L,1,4,HOME
2023,2023-04-09,MIN,HOU,L,1,5,HOME
2023,2023-04-09,TBA,OAK,W,11,0,HOME
2023,2023-04-10,ARI,MIL,W,3,0,HOME
2023,2023-04-10,ATL,CIN,W,5,4,HOME
2023,2023-04-10,CHN,SEA,W,3,2,HOME
2023,2023-04-10,COL,SLN,W,7,4,HOME
2023,2023-04-10,NYN,SDN,W,5,0,HOME
2023,2023-04-10,PHI,MIA,W,15,3,HOME
2023,2023-04-10,PIT,HOU,L,2,8,HOME
2023,2023-04-10,SFN,LAN,L,1,9,HOME
2023,2023-04-10,ANA,WAS,L,4,6,HOME
2023,2023-04-10,BAL,OAK,W,5,1,HOME
2023,2023-04-10,CLE,NYA,W,3,2,HOME
2023,2023-04-10,MIN,CHA,L,3,4,HOME
2023,2023-04-10,TBA,BOS,W,1,0,HOME
2023,2023-04-10,TEX,KCA,W,11,2,HOME
2023,2023-04-11,ARI,MIL,L,1,7,HOME
2023,2023-04-11,ATL,CIN,W,7,6,HOME
2023,2023-04-11,CHN,SEA,W,14,9,HOME
2023,2023-04-11,COL,SLN,L,6,9,HOME
2023,2023-04-11,NYN,SDN,L,2,4,HOME
2023,2023-04-11,PHI,MIA,L,4,8,HOME
2023,2023-04-11,PIT,HOU,W,7,4,HOME
2023,2023-04-11,SFN,LAN,W,5,0,HOME
2023,2023-04-11,ANA,WAS,W,2,0,HOME
2023,2023-04-11,BAL,OAK,W,12,8,HOME
2023,2023-04-11,CLE,NYA,L,2,11,HOME
2023,2023-04-11,MIN,CHA,W,4,3,HOME
2023,2023-04-11,TBA,BOS,W,7,2,HOME
2023,2023-04-11,TEX,KCA,W,8,5,HOME
2023,2023-04-11,TOR,DET,W,9,3,HOME
2023,2023-04-12,ARI,MIL,W,7,3,HOME
2023,2023-04-12,ATL,CIN,W,5,4,HOME
2023,2023-04-12,CHN,SEA,L,2,5,HOME
2023,2023-04-12,COL,SLN,L,4,7,HOME
2023,2023-04-12,NYN,SDN,W,5,2,HOME
2023,2023-04-12,PHI,MIA,L,2,3,HOME
2023,2023-04-12,PIT,HOU,L,0,7,HOME
2023,2023-04-12,SFN,LAN,L,5,10,HOME
2023,2023-04-12,ANA,WAS,W,3,2,HOME
2023,2023-04-12,BAL,OAK,L,4,8,HOME
2023,2023-04-12,CLE,NYA,L,3,4,HOME
2023,2023-04-12,MIN,CHA,W,3,1,HOME
2023,2023-04-12,TBA,BOS,W,9,7,HOME
2023,2023-04-12,TEX,KCA,L,1,10,HOME
2023,2023-04-12,TOR,DET,W,4,3,HOME
2023,2023-04-13,CIN,PHI,W,6,2,HOME
2023,2023-04-13,SDN,MIL,L,3,4,HOME
2023,2023-04-13,SLN,PIT,L,0,5,HOME
2023,2023-04-13,BAL,OAK,W,8,7,HOME
2023,2023-04-13,NYA,MIN,L,2,11,HOME
2023,2023-04-13,TBA,BOS,W,9,3,HOME
2023,2023-04-13,TOR,DET,L,1,3,HOME
2023,2023-04-14,CIN,PHI,L,3,8,HOME
2023,2023-04-14,LAN,CHN,L,2,8,HOME
2023,2023-04-14,MIA,ARI,W,5,1,HOME
2023,2023-04-14,SDN,MIL,L,2,11,HOME
2023,2023-04-14,SLN,PIT,W,3,0,HOME
2023,2023-04-14,WAS,CLE,L,3,4,HOME
2023,2023-04-14,BOS,ANA,W,5,3,HOME
2023,2023-04-14,CHA,BAL,L,3,6,HOME
2023,2023-04-14,DET,SFN,W,7,5,HOME
2023,2023-04-14,HOU,TEX,L,2,6,HOME
2023,2023-04-14,KCA,ATL,L,3,10,HOME
2023,2023-04-14,NYA,MIN,L,3,4,HOME
2023,2023-04-14,OAK,NYN,L,6,17,HOME
2023,2023-04-14,SEA,COL,W,5,3,HOME
2023,2023-04-14,TOR,TBA,W,6,3,HOME
2023,2023-04-15,CIN,PHI,W,13,0,HOME
2023,2023-04-15,LAN,CHN,W,2,1,HOME
2023,2023-04-15,MIA,ARI,W,3,2,HOME
2023,2023-04-15,SDN,MIL,W,10,3,HOME
2023,2023-04-15,SLN,PIT,L,3,6,HOME
2023,2023-04-15,WAS,CLE,L,4,6,HOME
2023,2023-04-15,BOS,ANA,W,9,7,HOME
2023,2023-04-15,CHA,BAL,W,7,6,HOME
2023,2023-04-15,DET,SFN,W,7,6,HOME
2023,2023-04-15,HOU,TEX,W,8,2,HOME
2023,2023-04-15,KCA,ATL,L,3,9,HOME
2023,2023-04-15,NYA,MIN,W,6,1,HOME
2023,2023-04-15,OAK,NYN,L,2,3,HOME
2023,2023-04-15,SEA,COL,W,9,2,HOME
2023,2023-04-15,TOR,TBA,W,5,2,HOME
2023,2023-04-16,CIN,PHI,L,3,14,HOME
2023,2023-04-16,LAN,CHN,L,2,3,HOME
2023,2023-04-16,MIA,ARI,L,0,5,HOME
2023,2023-04-16,SDN,MIL,L,0,1,HOME
2023,2023-04-16,SLN,PIT,W,5,4,HOME
2023,2023-04-16,WAS,CLE,W,7,6,HOME
2023,2023-04-16,BOS,ANA,W,2,1,HOME
2023,2023-04-16,CHA,BAL,L,4,8,HOME
2023,2023-04-16,HOU,TEX,L,1,9,HOME
2023,2023-04-16,KCA,ATL,L,4,5,HOME
2023,2023-04-16,NYA,MIN,W,2,0,HOME
2023,2023-04-16,OAK,NYN,L,3,4,HOME
2023,2023-04-16,SEA,COL,W,1,0,HOME
2023,2023-04-16,TOR,TBA,L,1,8,HOME
2023,2023-04-17,CIN,TBA,W,8,1,HOME
2023,2023-04-17,COL,PIT,L,3,14,HOME
2023,2023-04-17,LAN,NYN,L,6,8,HOME
2023,2023-04-17,MIA,SFN,W,4,3,HOME
2023,2023-04-17,SDN,ATL,L,0,2,HOME
2023,2023-04-17,SLN,ARI,L,3,6,HOME
2023,2023-04-17,BOS,ANA,L,4,5,HOME
2023,2023-04-17,HOU,TOR,W,9,2,HOME
2023,2023-04-17,KCA,TEX,L,0,4,HOME
2023,2023-04-17,OAK,CHN,L,1,10,HOME
2023,2023-04-17,SEA,MIL,L,3,7,HOME
2023,2023-04-18,CIN,TBA,L,0,10,HOME
2023,2023-04-18,COL,PIT,L,3,5,HOME
2023,2023-04-18,LAN,NYN,W,5,0,HOME
2023,2023-04-18,MIA,SFN,W,4,2,HOME
2023,2023-04-18,SDN,ATL,L,1,8,HOME
2023,2023-04-18,SLN,ARI,L,7,8,HOME
2023,2023-04-18,WAS,BAL,L,0,1,HOME
2023,2023-04-18,BOS,MIN,W,5,4,HOME
2023,2023-04-18,CHA,PHI,L,4,7,HOME
2023,2023-04-18,CHA,PHI,W,3,0,HOME
2023,2023-04-18,DET,CLE,W,4,3,HOME
2023,2023-04-18,DET,CLE,W,1,0,HOME
2023,2023-04-18,HOU,TOR,L,2,4,HOME
2023,2023-04-18,KCA,TEX,L,2,12,HOME
2023,2023-04-18,NYA,ANA,L,2,5,HOME
2023,2023-04-18,OAK,CHN,L,0,4,HOME
2023,2023-04-18,SEA,MIL,L,5,6,HOME
2023,2023-04-19,CIN,TBA,L,0,8,HOME
2023,2023-04-19,COL,PIT,L,3,14,HOME
2023,2023-04-19,LAN,NYN,L,3,5,HOME
2023,2023-04-19,MIA,SFN,L,2,5,HOME
2023,2023-04-19,SDN,ATL,W,1,0,HOME
2023,2023-04-19,SLN,ARI,W,14,5,HOME
2023,2023-04-19,WAS,BAL,L,0,4,HOME
2023,2023-04-19,BOS,MIN,L,4,10,HOME
2023,2023-04-19,CHA,PHI,L,2,5,HOME
2023,2023-04-19,DET,CLE,L,2,3,HOME
2023,2023-04-19,HOU,TOR,W,8,1,HOME
2023,2023-04-19,KCA,TEX,L,3,12,HOME
2023,2023-04-19,NYA,ANA,W,3,2,HOME
2023,2023-04-19,OAK,CHN,L,2,12,HOME
2023,2023-04-19,SEA,MIL,L,3,5,HOME
2023,2023-04-20,ARI,SDN,L,5,7,HOME
2023,2023-04-20,CHN,LAN,L,2,6,HOME
2023,2023-04-20,PHI,COL,L,0,5,HOME
2023,2023-04-20,PIT,CIN,W,4,3,HOME
2023,2023-04-20,SFN,NYN,L,4,9,HOME
2023,2023-04-20,BOS,MIN,W,11,5,HOME
2023,2023-04-20,NYA,ANA,W,9,3,HOME
2023,2023-04-21,ARI,SDN,W,9,0,HOME
2023,2023-04-21,ATL,HOU,L,4,6,HOME
2023,2023-04-21,CHN,LAN,W,13,0,HOME
2023,2023-04-21,MIL,BOS,L,3,5,HOME
2023,2023-04-21,PHI,COL,W,4,3,HOME
2023,2023-04-21,PIT,CIN,W,4,2,HOME
2023,2023-04-21,SFN,NYN,L,0,7,HOME
2023,2023-04-21,ANA,KCA,W,2,0,HOME
2023,2023-04-21,BAL,DET,W,2,1,HOME
2023,2023-04-21,MIN,WAS,L,2,3,HOME
2023,2023-04-21,NYA,TOR,L,1,6,HOME
2023,2023-04-21,SEA,SLN,W,5,2,HOME
2023,2023-04-21,TBA,CHA,W,8,7,HOME
2023,2023-04-21,TEX,OAK,L,4,5,HOME
2023,2023-04-22,ARI,SDN,L,3,5,HOME
2023,2023-04-22,ATL,HOU,L,3,6,HOME
2023,2023-04-22,CHN,LAN,L,4,9,HOME
2023,2023-04-22,MIL,BOS,W,5,4,HOME
2023,2023-04-22,PHI,COL,W,4,3,HOME
2023,2023-04-22,PIT,CIN,W,2,1,HOME
2023,2023-04-22,SFN,NYN,W,7,4,HOME
2023,2023-04-22,ANA,KCA,L,8,11,HOME
2023,2023-04-22,BAL,DET,W,5,1,HOME
2023,2023-04-22,CLE,MIA,L,1,6,HOME
2023,2023-04-22,CLE,MIA,L,2,3,HOME
2023,2023-04-22,MIN,WAS,L,4,10,HOME
2023,2023-04-22,NYA,TOR,W,3,2,HOME
2023,2023-04-22,SEA,SLN,W,5,4,HOME
2023,2023-04-22,TBA,CHA,W,4,3,HOME
2023,2023-04-22,TEX,OAK,W,18,3,HOME
2023,2023-04-23,ARI,SDN,L,5,7,HOME
2023,2023-04-23,ATL,HOU,L,2,5,HOME
2023,2023-04-23,CHN,LAN,L,3,7,HOME
2023,2023-04-23,MIL,BOS,L,5,12,HOME
2023,2023-04-23,PHI,COL,W,9,3,HOME
2023,2023-04-23,PIT,CIN,W,2,0,HOME
2023,2023-04-23,SFN,NYN,W,5,4,HOME
2023,2023-04-23,ANA,KCA,W,4,3,HOME
2023,2023-04-23,BAL,DET,W,2,1,HOME
2023,2023-04-23,CLE,MIA,W,7,4,HOME
2023,2023-04-23,MIN,WAS,W,3,1,HOME
2023,2023-04-23,NYA,TOR,L,1,5,HOME
2023,2023-04-23,SEA,SLN,L,3,7,HOME
2023,2023-04-23,TBA,CHA,W,4,1,HOME
2023,2023-04-23,TEX,OAK,W,5,2,HOME
2023,2023-04-24,ARI,KCA,W,5,4,HOME
2023,2023-04-24,ATL,MIA,W,11,0,HOME
2023,2023-04-24,CIN,TEX,W,7,6,HOME
2023,2023-04-24,MIL,DET,L,2,4,HOME
2023,2023-04-24,SFN,SLN,W,4,0,HOME
2023,2023-04-24,ANA,OAK,L,10,11,HOME
2023,2023-04-24,BAL,BOS,W,5,4,HOME
2023,2023-04-24,CLE,COL,L,0,6,HOME
2023,2023-04-24,MIN,NYA,W,6,1,HOME
2023,2023-04-24,TBA,HOU,W,8,3,HOME
2023,2023-04-24,TOR,CHA,W,5,2,HOME
2023,2023-04-25,ARI,KCA,L,4,5,HOME
2023,2023-04-25,ATL,MIA,W,7,4,HOME
2023,2023-04-25,CHN,SDN,W,6,0,HOME
2023,2023-04-25,CIN,TEX,W,7,6,HOME
2023,2023-04-25,MIL,DET,L,3,4,HOME
2023,2023-04-25,NYN,WAS,L,0,5,HOME
2023,2023-04-25,PHI,SEA,L,3,5,HOME
2023,2023-04-25,PIT,LAN,L,7,8,HOME
2023,2023-04-25,SFN,SLN,W,5,4,HOME
2023,2023-04-25,ANA,OAK,W,5,3,HOME
2023,2023-04-25,BAL,BOS,L,6,8,HOME
2023,2023-04-25,CLE,COL,L,1,5,HOME
2023,2023-04-25,MIN,NYA,W,6,2,HOME
2023,2023-04-25,TBA,HOU,L,0,5,HOME
2023,2023-04-25,TOR,CHA,W,7,0,HOME
2023,2023-04-26,ARI,KCA,W,2,0,HOME
2023,2023-04-26,ATL,MIA,W,6,4,HOME
2023,2023-04-26,CHN,SDN,L,3,5,HOME
2023,2023-04-26,CIN,TEX,W,5,3,HOME
2023,2023-04-26,MIL,DET,W,6,2,HOME
2023,2023-04-26,NYN,WAS,L,1,4,HOME
2023,2023-04-26,PHI,SEA,W,6,5,HOME
2023,2023-04-26,PIT,LAN,W,8,1,HOME
